GENE	RA
TPH1	0.64151
TMEM51	0.64153
PPP1CC	0.64155
RACGAP1	0.64165
CES1	0.64172
CITED2	0.64183
RUNX1T1	0.64192
TAOK1	0.64193
CA11	0.64193
TRPM4	0.64198
HOPX	0.64231
FBXO48	0.64234
ZNF672	0.64237
SAMD1	0.64242
KLC2	0.64247
GPR4	0.6426
AMMECR1L	0.64263
SNRPF	0.64263
MILR1	0.64282
ITGA10	0.6429
SMDT1	0.64294
CD248	0.64295
ARC	0.64305
RPL12	0.64313
GRIN2D	0.64314
CACUL1	0.6432
SP100	0.6433
KCNG4	0.64334
GSTA1	0.64339
NKAPD1	0.64352
MINPP1	0.64354
DNM1L	0.64358
PLD3	0.64365
BRMS1	0.64367
ZNF474	0.64368
TCF24	0.64383
KCNK13	0.64384
LOC101928499	0.64392
DNAH11	0.64399
SMKR1	0.64425
SLC35E4	0.64481
CEP164	0.64485
UTRN	0.64496
RALGDS	0.64508
C11orf91	0.64546
PSG2	0.64546
TXNDC16	0.64549
CHRM2	0.6455
RFX1	0.64556
ASCL3	0.64572
ACAP2	0.64573
FNDC9	0.64574
RUNDC3B	0.64575
PPAT	0.6458
MEIG1	0.64592
ARSJ	0.64615
TRIM66	0.64615
LACC1	0.64615
PATL1	0.64628
SLBP	0.64632
CCIN	0.64638
DPY19L4	0.64641
TMEM273	0.64652
TMTC3	0.6466
CORO2A	0.64663
HNRNPCL1	0.64674
HSD17B1	0.6468
PRRG4	0.64714
OR2A2	0.64724
ZNF561	0.64753
ELMOD1	0.64754
BPGM	0.64758
PPM1K	0.64759
RIOX1	0.64767
NOV	0.64793
BTNL8	0.64794
FES	0.64797
CLDND2	0.64799
PHOX2B	0.64801
MCRIP2	0.64803
TSPAN16	0.64814
LGI4	0.64819
LOC100505555	0.64824
ARMC3	0.64828
GUCD1	0.64828
SERPINB13	0.64837
CHKB	0.6484
CCDC141	0.64846
SYN3	0.64847
BRINP2	0.64852
DYSF	0.64855
GPR157	0.64858
SERTAD2	0.64872
PPTC7	0.64887
PCDHB16	0.64902
LOC100132146	0.64905
PDE6G	0.64906
FAM170B	0.64907
HIST2H2AB	0.64923
CDK2AP1	0.64931
RGS18	0.64934
EPHX2	0.64941
OR52H1	0.64946
NR2E1	0.64959
CDKN1B	0.65009
PRPF8	0.65014
PDLIM1	0.65028
CYFIP2	0.65031
CYR61	0.65041
YBEY	0.65047
ZNF432	0.65048
KRTAP4-12	0.6505
NOM1	0.65063
PNLDC1	0.65067
ERICH4	0.6508
ALKBH2	0.65116
KRTAP19-7	0.65117
TTC13	0.65118
SLC7A4	0.6513
NEU2	0.65143
SLC2A5	0.65158
HEATR3	0.65159
BOLA1	0.6516
AGRP	0.65167
CSRNP1	0.65174
SLC35F1	0.65177
TMPRSS13	0.65181
FAM166A	0.65183
VSIG2	0.65184
RTCA	0.65191
KRTAP17-1	0.65192
CUL1	0.65195
RUFY4	0.65202
SDHD	0.65205
KRT73	0.65216
AVP	0.65242
CD164L2	0.65253
MCM4	0.65255
CTSC	0.65265
RILPL2	0.65265
MPV17	0.65285
MPP5	0.65286
NSRP1	0.65291
ZRANB2	0.65298
NUP160	0.65303
C6orf223	0.65306
EML2	0.65327
TTC37	0.65338
TRMT2A	0.65347
USP36	0.65379
TGDS	0.65386
FAM216A	0.65401
L3HYPDH	0.65407
DHX15	0.65438
CSN1S1	0.65461
SLC22A10	0.65476
NCAM2	0.65494
ORAI1	0.65501
RELN	0.65502
LOC101060391	0.65518
GALNT17	0.65522
OR10H1	0.65523
LOC100996574	0.65528
UBE2D4	0.65529
GAL3ST3	0.6553
TBC1D21	0.65534
GALNT2	0.65539
CCL25	0.65548
RAD9B	0.65551
DAZL	0.65553
METTL26	0.65561
CLEC14A	0.65571
LIPM	0.65572
WNT2	0.65575
POLR1B	0.65577
TMEM242	0.65589
PPP2R2D	0.65622
KCNJ12	0.65626
MRPL11	0.65636
DPYSL2	0.65639
FXYD1	0.65641
BPIFC	0.6567
SLC25A45	0.65671
ENPEP	0.65687
RGPD6	0.657
RBP3	0.65708
TRIM17	0.65712
HGFAC	0.65722
RBFOX3	0.65732
C1orf158	0.6574
CYP4F22	0.65745
FOXB2	0.65748
CRKL	0.65752
ESAM	0.65757
DEPDC5	0.65757
HIST2H2BE	0.65776
GPR180	0.65779
LOC100506422	0.65789
PDGFRL	0.65791
GNG12	0.65801
NSUN2	0.65801
ZNF700	0.65813
LYPD4	0.65816
DUSP18	0.65816
OR2T3	0.65819
ACVR1B	0.6584
ASB13	0.6585
DISP3	0.65854
PRSS38	0.65882
KRTAP5-7	0.65882
RNF213	0.65895
PDE6B	0.65902
IGSF8	0.65911
TMEM158	0.65919
FER	0.6592
CCT4	0.65923
ARSB	0.6594
GIMAP7	0.65943
ZSWIM2	0.65946
COL6A6	0.65972
S100P	0.65975
COL20A1	0.65978
CYB561	0.65982
GATA6	0.66011
CST2	0.66021
SCGB1D2	0.66032
PPFIBP2	0.66054
PRKN	0.66056
RASL10A	0.6606
NR5A1	0.66062
THSD4	0.66063
TRIML1	0.66064
VSIG8	0.6607
PDGFD	0.66072
CDAN1	0.6608
TMEM204	0.66084
MS4A2	0.66087
TMEM129	0.66094
TMEM182	0.66109
SMG7	0.66116
MFRP	0.66117
C1QTNF5	0.66117
FYN	0.66119
SLC1A5	0.66125
AKIP1	0.66137
CARD8	0.66143
AP3M2	0.66153
LGALS14	0.66163
PRKAG1	0.6617
SIN3A	0.66175
RAB1B	0.6618
SLC35F6	0.66184
SUSD5	0.66189
FDFT1	0.66194
TRABD	0.66204
MEF2A	0.66218
DHX35	0.6624
VMAC	0.66242
ADH7	0.66247
ZNF57	0.6625
KRT74	0.66255
RERG	0.66267
VHLL	0.66273
KCNN3	0.66301
TKT	0.66311
C3orf33	0.66315
GCM2	0.66316
RPS6KB2	0.66329
WFDC1	0.6633
DOCK8	0.66333
ITK	0.66335
RPS15A	0.66335
BMI1	0.66347
KCNT1	0.6635
PRDM2	0.66352
CTTNBP2	0.66358
JKAMP	0.6636
KCTD15	0.66366
SDC3	0.66369
MMP20	0.66378
OR1L6	0.66384
ADCYAP1R1	0.66387
NT5C1A	0.66394
ZRANB1	0.66412
UBP1	0.66419
KIFAP3	0.66426
NOMO1	0.66426
LARP1	0.66438
NKX2-2	0.66446
FKBP1A	0.66458
NSUN6	0.6646
CACNB2	0.66472
SLC4A9	0.66484
PAX9	0.66511
C14orf177	0.66519
FAM228B	0.6652
RALGAPA2	0.66521
SDHAF4	0.66522
TMOD4	0.66526
NDST1	0.66532
MRC2	0.66545
CCDC68	0.66562
DNAI2	0.66564
VPS37D	0.66568
DFFA	0.6658
PLCXD2	0.66585
PTPN9	0.66591
PDZK1	0.66596
LTV1	0.66597
UFM1	0.66601
BYSL	0.66603
PMF1	0.6661
DNAJC30	0.66611
OXGR1	0.66631
TAS2R5	0.66636
OR2A1	0.66637
AQP8	0.66638
TRIP13	0.66644
DIRC2	0.66646
ANP32CP	0.66646
SP6	0.66657
BFAR	0.66666
ZNF626	0.66666
NFYB	0.66684
SLC9A3	0.66704
TMEM212	0.66721
UCN	0.66731
ACTL9	0.66739
TAPBPL	0.66743
KRTAP4-7	0.66746
LOC101927844	0.6676
SLC6A3	0.66779
ARPC4	0.66786
CCDC8	0.66792
RABEPK	0.66794
PLEKHF2	0.66802
ATP5ME	0.66803
CHRNA5	0.66814
GNE	0.66835
POU4F1	0.66835
TRIM77	0.66837
EML5	0.66856
MRPS18A	0.66857
LRRN3	0.66858
GTPBP4	0.66865
OR2A14	0.66881
GAA	0.66883
RGL1	0.66894
HEXIM2	0.66902
LOC388282	0.66903
CKS2	0.66916
IFI6	0.66925
COMMD4	0.66938
HEBP2	0.66945
OR51S1	0.66951
FAM166B	0.66954
STRA6	0.66956
PHB2	0.66964
HIST2H4B	0.66978
LGALS12	0.66995
IDI1	0.6701
REEP3	0.67022
TRGC1	0.67029
MRM1	0.67031
SH3BP5L	0.67032
ABCC5	0.6704
CDCP1	0.67052
RUFY1	0.67053
GZF1	0.67055
CDC20B	0.67057
OR10A4	0.67057
FBLN2	0.67059
ATAD2	0.67059
CD53	0.6706
LIPT1	0.67062
LSR	0.67081
CCDC127	0.671
KCND3	0.67107
GAPVD1	0.67108
KRTAP16-1	0.67121
PIK3R4	0.67129
FXYD7	0.67145
B3GALNT2	0.67147
PRSS37	0.6715
FANCD2OS	0.6717
BBS12	0.67181
WAC	0.67188
NAGA	0.67192
OR14A16	0.67196
EPS8L2	0.67197
TPM1	0.67203
DCLRE1C	0.67212
SOCS7	0.67213
UNC93A	0.67217
SIRPB2	0.67219
ZNF649	0.67224
C9orf170	0.67248
POU3F2	0.67258
CHURC1	0.67262
LIPC	0.67266
VPS8	0.67274
CPLX4	0.67274
CNIH2	0.67283
FOSL2	0.67292
HSPG2	0.67293
SLC25A40	0.67294
CSE1L	0.673
PDCD2L	0.67303
DSG1	0.67317
NPIPA1	0.67323
CRNKL1	0.67334
SKAP1	0.6734
ACE	0.67346
AURKA	0.67366
IFNB1	0.67369
KRTAP4-5	0.67372
DCAF12	0.67375
ACVRL1	0.67393
DMRTC2	0.67397
TMEM42	0.67402
MOGS	0.67403
FOXD4	0.67407
HAO2	0.67413
PRSS23	0.67425
LOC101928948	0.67432
NLRP7	0.67436
PES1	0.67438
FRMD8	0.67446
ZNF614	0.67449
CCDC66	0.67453
USF2	0.67463
GNPAT	0.67474
SRL	0.67478
SMIM25	0.67482
GPATCH8	0.67501
MROH2B	0.67521
DTX2	0.67535
LOC101929097	0.67542
DCAF13	0.6755
VAT1L	0.67555
HOXB2	0.67564
HTR1F	0.6758
UGT1A3	0.67605
SMTN	0.67605
GPR89B	0.67606
TCP1	0.67623
FBXO15	0.67625
TMEFF1	0.67637
SH3GL3	0.67638
KRTAP4-6	0.67645
GTPBP3	0.67646
BMP3	0.67656
TBC1D19	0.67663
ARNT	0.67666
AUP1	0.67666
OSER1	0.67673
KCNAB3	0.67678
KHDC1L	0.67679
TPTE2	0.67679
GREM2	0.67684
WISP3	0.67686
DTX4	0.67694
SYNM	0.67695
CHD1L	0.67696
GSDMC	0.67697
PTP4A2	0.67701
FAM151A	0.67708
TTC25	0.67713
MED20	0.67718
VTI1B	0.67721
TRAK1	0.67722
WDR24	0.67725
MRPL18	0.67746
VRK1	0.67754
NRSN2	0.67755
MCM5	0.67764
NXF1	0.67767
RBBP8NL	0.67772
OR5K1	0.67776
NUDCD1	0.6778
C5orf64	0.67785
ARGLU1	0.67815
ZNF496	0.67867
B4GAT1	0.67874
MAP1LC3B2	0.67874
TRIM74	0.67892
FBXL14	0.67901
SPEN	0.67905
ARSK	0.67911
ENTPD4	0.67922
PNPO	0.67922
UACA	0.67938
ADGRB3	0.67952
TRAPPC8	0.67953
POU6F2	0.67957
HTR3C	0.67974
ATP6V1D	0.67976
TMEM223	0.67986
ARHGAP35	0.67989
ARMC4	0.67993
METTL5	0.68002
CCM2L	0.68008
PRR16	0.68056
TAPT1	0.68057
THOC6	0.68057
PBX3	0.68059
PGC	0.6806
CCDC190	0.68065
UCHL3	0.68066
CFAP45	0.68074
NCOR2	0.68078
FBXL16	0.68094
ATF2	0.681
KIF19	0.68102
GLMP	0.68133
EEFSEC	0.68135
NUP107	0.68141
TMEM171	0.68143
CMAS	0.68144
DCAF1	0.68148
LYZL2	0.6815
KHDC1	0.68168
WNT3	0.68173
STX1A	0.68175
EFNB2	0.68175
TWISTNB	0.68178
BMP5	0.68179
SPATA16	0.68183
POLR1A	0.68193
GPR3	0.68197
RMDN1	0.68205
HERC2	0.68218
NUDT19	0.68218
OR1L3	0.68223
DMXL2	0.68225
BSG	0.68236
SPATA32	0.68257
NDN	0.68267
PTN	0.68284
SUFU	0.68289
DOK3	0.68295
CDK18	0.68297
PCDHB9	0.68298
GPA33	0.68303
IZUMO3	0.68304
SLC35B1	0.68316
CCDC152	0.68321
MAN1B1	0.68327
CBS	0.68329
OR2T2	0.68352
C12orf80	0.68367
FAM173A	0.68368
ZNF662	0.68377
FAM8A1	0.68381
TADA3	0.68383
MCMDC2	0.68383
METTL21C	0.68385
JMJD8	0.68387
KPNA5	0.68397
BHLHE41	0.68398
TMEM94	0.68403
PRLR	0.68408
PCSK1	0.68428
HAL	0.68428
DNAJA2	0.68441
MRPS15	0.68446
FOXN3	0.68449
HEXA	0.68458
IL17RA	0.68477
GADD45A	0.68481
TWF1	0.68484
TCHHL1	0.68487
RNASE9	0.68495
SDHA	0.68498
OR2C3	0.68518
SLAMF8	0.68538
BOC	0.68552
USP3	0.6856
CNGA4	0.68563
SP2	0.68568
VSTM4	0.68572
CSNK2A3	0.68574
DRG1	0.68576
RPP38	0.68585
SPTB	0.68595
CSTL1	0.68596
COX5A	0.68603
TRIQK	0.68606
P2RX4	0.68606
UPF1	0.68606
SSPN	0.68607
TRIM16	0.68615
LOC101929728	0.68627
VWA2	0.68642
ITPKC	0.68646
ARID4B	0.68666
UBL3	0.68674
JAG1	0.68684
SLC9A3R2	0.68688
CYB561D2	0.68694
GPR62	0.68696
RSPH4A	0.68719
TTC39C	0.68727
GALNT18	0.68738
HIST2H2AC	0.68748
STEAP2	0.68764
N6AMT1	0.68774
TBC1D7	0.68779
URI1	0.68799
CFAP46	0.68809
TMPRSS7	0.68813
ZNF675	0.68817
SPATA19	0.6882
LOC101928552	0.68823
POLR2H	0.68824
NELFB	0.68825
ARL6IP1	0.68826
ACKR2	0.68878
NXPH3	0.68883
ATRNL1	0.68884
MKNK2	0.68887
TEX36	0.68894
OR4K15	0.68898
C16orf70	0.68903
ALLC	0.68909
IDI2	0.68918
GLO1	0.68927
LIMCH1	0.68935
OR52B2	0.68937
PMF1-BGLAP	0.68942
B3GNTL1	0.68953
MACROD1	0.68957
HAUS5	0.68957
ZFHX4	0.6897
TCTN1	0.6897
RHOJ	0.6897
PCDH17	0.68986
MDGA1	0.68994
SHANK3	0.68996
WWP1	0.68999
B3GNT3	0.68999
EXD3	0.69007
OR6C76	0.69015
PRR15L	0.69021
FKBP6	0.69037
RNF7	0.69042
CYP2J2	0.69047
BDNF	0.69049
KRT83	0.6908
PTPRCAP	0.69086
LRRC74B	0.69105
LOC643355	0.69106
PGPEP1L	0.69112
HOGA1	0.69116
NPIPA2	0.69119
CRYAB	0.69123
PPP1R3A	0.69129
TMED7	0.69132
RANBP9	0.69142
YARS2	0.69145
KRTAP29-1	0.69163
KIF1B	0.69165
UNKL	0.69207
C11orf52	0.69208
RSPO3	0.69214
COBL	0.69218
CDK5RAP3	0.6923
CDC26	0.69254
LOC101928841	0.69261
CCNDBP1	0.69262
GADL1	0.69271
PACS1	0.69273
SYNPO2	0.693
TAS2R4	0.693
LRRIQ1	0.69301
KRTAP10-2	0.69309
WDR37	0.6931
SERPINA9	0.69312
RHBDF1	0.69317
SGSM1	0.69334
WDR36	0.69353
RCAN3	0.69363
CCDC146	0.69363
KHDC4	0.69364
LPCAT3	0.69373
AKNA	0.69374
IL34	0.69384
FAM129C	0.69392
FDXR	0.69394
RPP38-DT	0.69396
ZNF536	0.69411
KLK11	0.69417
SECISBP2	0.69455
EDEM1	0.69457
ZNF543	0.69463
AMOTL2	0.69481
MAP2K3	0.69484
GORASP2	0.69498
ARHGAP28	0.69507
TCN2	0.69507
ZNF423	0.69509
SPATS2	0.69526
NCF2	0.69528
C11orf87	0.69533
CAVIN4	0.6954
SYDE1	0.6954
LIMA1	0.69541
SREBF1	0.69565
SCARF2	0.69579
GLG1	0.6959
LAMA4	0.69594
PTPRU	0.69617
NCR1	0.69626
LRSAM1	0.69636
PLA2G12A	0.69639
DOK2	0.69652
CYP4A22	0.69653
ZRANB3	0.69653
RARS2	0.69663
ZC3H12C	0.69667
ZNF846	0.69668
CXCL12	0.69669
BRD9	0.69671
GLI3	0.69677
RIPOR1	0.69694
CDK20	0.69695
LRRC36	0.69695
POLR2G	0.69697
PARVG	0.69698
GGA1	0.69699
RFTN1	0.69702
SHH	0.69705
LEKR1	0.69733
TAF6L	0.69749
FGF21	0.69761
EMID1	0.69761
UGT1A4	0.69779
P3H2	0.69795
CCDC42	0.6982
ABCA9	0.69824
TCF7L2	0.69829
EEF1A1	0.69866
CFAP99	0.69871
TTLL5	0.69872
AP4S1	0.69884
SLC49A3	0.69888
ZNF782	0.69895
CCDC122	0.69898
GYG1	0.69901
EVL	0.69905
MAFK	0.69952
ST6GALNAC1	0.69965
CORO1B	0.69971
CDKN3	0.69974
ARL6	0.6998
CADM4	0.69982
FABP4	0.6999
TRAF3IP1	0.69997
CTXN1	0.70022
LOC101060179	0.70026
SERF1B	0.7003
CALY	0.70033
SLC25A1	0.70034
RLF	0.70042
GPR150	0.70043
TRAPPC1	0.70049
HSPA9	0.70053
GOLM1	0.70069
DUSP13	0.70072
C7orf57	0.70083
PPP1R9A	0.70085
C5AR2	0.70086
ANKEF1	0.70097
PPP1R42	0.70099
HSPB8	0.70101
RWDD1	0.7012
SNRPD3	0.70148
TGS1	0.7016
PCDHB10	0.70161
TMEM79	0.7018
BMS1	0.70186
SCUBE2	0.70208
ZNF479	0.7021
MPEG1	0.70213
PIGG	0.70225
C16orf45	0.70237
FOXD1	0.70239
LOC101927401	0.70242
PHACTR1	0.70246
PIK3CG	0.70248
FA2H	0.70251
FAIM	0.70256
CCDC174	0.70264
FLVCR2	0.70268
FAM110B	0.70269
OTOGL	0.70269
NUDT15	0.7027
PCDH18	0.70273
TMEM179B	0.70277
LAIR1	0.7028
CYP19A1	0.70282
CNIH3	0.70299
FREM2	0.70301
VWCE	0.70321
CLVS1	0.70333
STK35	0.70336
FAM168B	0.70339
FAM231A	0.7034
UGT1A5	0.7034
ANO8	0.70342
CYB561A3	0.70364
KIF11	0.70365
ZNF407	0.70368
OSCP1	0.70383
LRRC75B	0.70408
RGS3	0.70415
KIFC3	0.70415
ZBTB3	0.70419
NEMF	0.70426
ARHGAP40	0.70431
LOR	0.70433
TLNRD1	0.70453
C1orf131	0.70454
PIGF	0.70455
AOC1	0.70456
ZNF358	0.7046
LYSMD1	0.70469
TBX3	0.7047
WNT3A	0.70484
NREP	0.70485
FRMD5	0.70501
CTSK	0.7051
WDR90	0.70511
CWF19L1	0.70526
FAM122A	0.70527
TMEM218	0.70537
CBX5	0.70542
TTC31	0.70548
ATP5MC3	0.70551
KIAA1586	0.70566
APOBEC4	0.70568
LRRTM1	0.70572
SPATA8	0.70581
SERPINB1	0.70583
UBQLN1	0.70583
ABCA8	0.70585
AMD1	0.70586
FIS1	0.706
NDUFA5	0.70604
ZNF79	0.70615
RPL37A	0.70617
ZC3HAV1	0.7063
VHL	0.70638
KRTAP3-2	0.70639
LINC01619	0.70649
PRPF4	0.70653
C3orf67	0.70663
CCND1	0.70663
GPATCH4	0.70677
GPR152	0.7069
IZUMO1	0.70697
NCOA7	0.70699
CLDN10	0.70727
FRK	0.70737
ESYT3	0.70753
OPCML	0.70758
FAM49A	0.70775
EHD3	0.70778
KRT72	0.70785
SERPINA4	0.70789
FLT4	0.70791
FAXC	0.70795
HCFC2	0.70797
VGLL3	0.7081
SAG	0.70813
RHOBTB3	0.70814
CD27	0.70823
IFRD2	0.70824
SV2C	0.70837
SCNM1	0.70844
CCDC34	0.70851
INPP5F	0.70858
ITPR1	0.70888
EXOC8	0.70898
TNFAIP8L2-SCNM1	0.70903
DSC2	0.70915
DCLRE1A	0.70918
SOX10	0.70929
IPO11	0.70931
GUCY1A2	0.70932
LYPD6B	0.70935
COIL	0.70936
GRIP1	0.70941
NELL2	0.70967
KRT7	0.70968
ICMT	0.70972
RNF223	0.70976
KIF26B	0.70993
SFI1	0.70995
ZDHHC11B	0.71
CEBPZ	0.71002
CEBPD	0.71011
YPEL5	0.71022
HTN3	0.71032
TWNK	0.71033
PLXNC1	0.71033
RUSC2	0.71042
KRT81	0.71051
FGFR3	0.71084
UBE2E2	0.7109
HYAL4	0.711
ZDHHC4	0.71106
SPERT	0.71112
EIF2S1	0.71117
IL1RL1	0.71121
NUP153	0.71123
ZBTB7A	0.71126
VANGL2	0.71129
C2orf15	0.7113
RPS21	0.71132
DCTD	0.7114
PRAMEF25	0.71142
SPINT1	0.7115
XCL1	0.71153
SPRTN	0.71164
SC5D	0.71164
PARP6	0.71164
CCL28	0.71165
ADGB	0.71174
MEIS3	0.71183
MT1H	0.71194
KNTC1	0.71197
NCALD	0.71199
RANBP1	0.71199
NME9	0.71203
CYP1A2	0.71218
ABCC2	0.71227
PBOV1	0.71233
OTX2	0.71238
ZNF664-FAM101A	0.7124
SLC7A2	0.71243
CLDND1	0.71247
COX19	0.71255
CYP2W1	0.71271
UNC13C	0.71271
CD276	0.71271
VSIG10	0.71273
OPRM1	0.71288
TTC39B	0.71294
GPR141	0.71303
CALHM6	0.71322
TBC1D23	0.71326
FAM13A	0.7133
PEX14	0.71334
UNC13A	0.71337
PKD2	0.71347
LOC101060341	0.71349
OR6Q1	0.71351
SH3TC2	0.71353
ERG	0.71361
CENPF	0.71365
CCDC142	0.71376
CABP4	0.71389
SDCBP	0.71391
ASAP3	0.71401
TXNRD3	0.71413
ING3	0.71423
MC4R	0.71484
PTPN18	0.71496
HOXB1	0.715
RTN3	0.71506
C10orf91	0.7151
TACO1	0.71543
UNC45B	0.71547
IGSF21	0.71553
TRIM55	0.71572
NOP9	0.71572
FANCD2	0.71576
CRYM	0.71592
FSIP2	0.71601
ZNF613	0.71605
RGPD5	0.71607
ARPC5	0.71616
UROC1	0.71628
CAMSAP1	0.71632
CNTROB	0.71634
NXNL1	0.71634
KRTAP21-1	0.7164
IRX1	0.71645
EGFLAM	0.71647
KRTAP26-1	0.71654
BICC1	0.71666
OR8U1	0.71667
PAOX	0.7167
MTA3	0.71679
ADIG	0.71685
GLDN	0.71699
C5AR1	0.71724
NTN5	0.71724
TAS2R3	0.71725
ETV5	0.7174
ZDHHC8	0.7175
CSF3R	0.71752
IGFL3	0.7176
MMP25	0.71761
CLCN2	0.71762
INS	0.71762
LOC101927751	0.71766
SLC51B	0.71767
FAM57A	0.71794
IL1R2	0.71805
C2orf80	0.71821
ODF1	0.71835
ZBED5	0.71847
CPA1	0.7186
OR4A5	0.71867
ANKRD29	0.7187
MEIS1	0.71898
HTR6	0.719
PMM2	0.71922
PFN4	0.71926
CCDC65	0.71927
MRPS2	0.71936
EMG1	0.71939
IFT88	0.71939
KIAA1522	0.71946
MGAM2	0.71972
MKI67	0.71972
ARL17A	0.71994
MORN3	0.71998
SELENOP	0.72
CDH24	0.72
KCNS2	0.72002
PMVK	0.72004
CBR1	0.72004
ACACB	0.72024
DUOXA2	0.72026
OVOL1	0.72029
EML1	0.72033
MTR	0.72052
NXT1	0.72054
OR6K6	0.72055
ALDH3B2	0.72076
GMPR	0.72078
ZNF704	0.72088
ORC6	0.72101
SPOCD1	0.72124
ELAC1	0.72129
DAAM1	0.7213
FZD6	0.72132
HECTD2	0.72145
PKNOX1	0.72145
LDLRAD1	0.72149
APOL3	0.72149
RELT	0.72155
APEX1	0.72157
ZNF615	0.72165
CYP2E1	0.72168
TSTD3	0.72192
PRDM6	0.72202
IER5	0.72204
PDLIM3	0.72212
MPPE1	0.72216
TAS2R1	0.72221
FAM120AOS	0.72222
ORC3	0.72226
TSLP	0.72227
ATP8B1	0.72228
OLFML2A	0.72231
HNRNPK	0.72245
GRIK1	0.72246
RIF1	0.72257
ZNHIT6	0.72258
ATG101	0.72266
RGS16	0.72267
SLC25A3	0.72271
OR6C2	0.72289
SACM1L	0.7229
LGSN	0.723
TBATA	0.72303
C10orf142	0.72307
DNAJA4	0.72313
RBSN	0.72315
PDE2A	0.7233
SIAE	0.72335
SLC19A2	0.72351
APBB3	0.72353
MPG	0.72354
DNER	0.7236
OR6C6	0.7236
CCDC179	0.72375
KRT86	0.72378
PIK3R6	0.72385
KRTAP3-3	0.72388
SH3BP1	0.72408
RPL39L	0.72409
TMEM177	0.72416
C15orf62	0.72423
LSM14A	0.72431
CIB4	0.72439
ZNF26	0.72455
EGLN1	0.72472
SYT9	0.72482
SCGB2A1	0.72514
LRRC49	0.72518
LOC101928120	0.72523
PCDHB11	0.72525
HSPB2	0.72537
RGCC	0.72537
RP1	0.72545
RPTOR	0.72545
SLC29A2	0.72551
STPG3	0.72553
LAPTM4A	0.72555
SETD4	0.72555
GGCT	0.7256
TBC1D26	0.72572
RXFP2	0.72591
GCHFR	0.72599
ABHD11	0.72602
USP2	0.72606
SLC36A2	0.72611
DAPK3	0.72619
TRIML2	0.72623
ABHD18	0.72635
DYRK1B	0.72643
ULK4	0.72653
SCGB3A2	0.72656
PAQR6	0.72665
PPDPFL	0.72671
PRDM16	0.72672
ST6GALNAC4	0.72675
LMOD2	0.72683
CMBL	0.72692
FAM160A2	0.72697
POLRMT	0.727
HSD17B3	0.72711
GBGT1	0.72722
CLEC18B	0.72741
MATR3	0.72749
ATP6V0D1	0.72756
OR5K3	0.72764
NCAPD2	0.7277
MCOLN3	0.72776
ABCA13	0.72776
QSER1	0.72776
CLMP	0.72779
PIAS3	0.72787
DDI1	0.72791
BABAM1	0.72792
OR6N1	0.72807
HELQ	0.72808
DSC1	0.72808
VPS35	0.72809
IQCE	0.72819
ZNF616	0.72832
ZP4	0.72841
PINLYP	0.72847
FAM181A	0.72848
GORAB	0.72854
MED4	0.72855
OR56B4	0.72871
AIP	0.72888
ERICH6B	0.72889
MMP3	0.72903
CLDN6	0.72904
KRT2	0.72922
ECHS1	0.72925
FANCG	0.72927
NDUFS7	0.72935
ERLIN1	0.72936
C19orf67	0.72946
EPC2	0.72948
RAB15	0.72973
VPS50	0.72976
NPL	0.72979
ALX1	0.72982
RIT1	0.72986
TMEM159	0.72995
OR6C65	0.72997
AFAP1L2	0.73006
RMI1	0.73011
MTFMT	0.73018
EFCAB6	0.73019
CLDN15	0.73023
ADAT2	0.7303
C2orf78	0.73031
MYH11	0.73035
SHQ1	0.73045
AP5B1	0.73049
HENMT1	0.7305
TMEM138	0.73083
SLC37A2	0.73091
IGF2	0.73093
CALHM4	0.73104
ME3	0.73113
PDCD7	0.73136
PCGF2	0.73141
SRRM5	0.73146
GRK6	0.73154
MRPL53	0.73164
RNF144A	0.73168
TXLNB	0.7317
SGCD	0.73193
SERPINA5	0.73201
MGAM	0.73215
OPN5	0.73217
KIF26A	0.73241
NAT8B	0.73279
TMCO2	0.73283
GAPDH	0.73291
ASB6	0.73308
SNRPD2	0.73318
RTCB	0.73327
CHRNB3	0.73331
LRRC70	0.73334
SLC22A3	0.73344
MCOLN1	0.73345
PRPF38B	0.73362
COL27A1	0.73362
TMEM74	0.73382
ARL14EP	0.73387
OR2A12	0.73404
DLX4	0.73424
CBX2	0.73424
SLC5A12	0.7343
SHCBP1	0.73445
SLAMF9	0.73454
SSB	0.73456
CYP2C8	0.73473
CHUK	0.73494
PPP1R14D	0.73496
TMEM240	0.73497
UBFD1	0.73499
MITD1	0.73505
HCFC1R1	0.73509
CBR4	0.73526
THAP8	0.73527
NLRP10	0.7354
ZNF385B	0.73541
TWSG1	0.73542
CDC5L	0.73549
LOC101928193	0.73555
ARHGEF2	0.73557
RXFP4	0.73588
SLC10A1	0.7359
NOVA2	0.73591
INSIG2	0.73596
GIMAP1-GIMAP5	0.736
PSMB3	0.73601
STOML3	0.73602
FBXO10	0.73611
OR8S1	0.73612
OSMR	0.73619
SMARCD1	0.73634
LOC100996598	0.73643
NXPE1	0.73652
OR4D10	0.73657
PPP3CA	0.73675
ZNF879	0.73693
OARD1	0.73713
ONECUT1	0.73718
HERC1	0.73725
KLHL8	0.73749
TRG	0.73749
C10orf53	0.73751
AES	0.73755
TMCC1	0.73756
GJB2	0.73756
DLL1	0.73762
FAM171B	0.73763
FAM90A1	0.73763
C2orf49	0.73767
KRTAP5-8	0.73789
CX3CR1	0.73801
PRAP1	0.73811
