GENE	RA
ZBTB7A	0.66444
TMX2-CTNND1	0.66445
TWF1	0.66446
ABO	0.66449
KRT84	0.66466
SGPP1	0.66469
SELE	0.66482
LSM14A	0.66488
STXBP3	0.66492
MAPK12	0.66495
WASHC3	0.66496
RSRC2	0.66499
BAHCC1	0.66502
TBCD	0.66546
SERPINE2	0.66575
TRIM49C	0.66577
PROZ	0.66594
SNTN	0.666
TGM4	0.66601
LSR	0.66603
STOML2	0.66609
COMTD1	0.66618
KRT72	0.66638
MEP1B	0.66638
AARSD1	0.66643
MREG	0.66644
METTL23	0.6666
MAGEL2	0.66672
MEIS3	0.66679
C1orf195	0.6668
WNT7B	0.6669
NUP160	0.66696
ENPP6	0.66704
VSTM2B	0.66706
PPFIA3	0.66711
GPR3	0.66736
C16orf82	0.66743
CCDC174	0.66745
RILPL2	0.66758
AGTPBP1	0.66807
TRIM50	0.66823
PPP5C	0.66824
ATG10	0.66825
ZNF555	0.66827
LENG9	0.66827
RAP1GDS1	0.66833
CARNS1	0.66842
ZNF678	0.66844
PIAS3	0.6686
HSPA14	0.6687
PHYH	0.66874
KRTAP26-1	0.6688
DDA1	0.66888
ZC3HC1	0.66905
TLK2	0.66911
TMEM91	0.66926
MAN2A1	0.6694
DCLK3	0.66945
EPHA3	0.66949
MAK16	0.66962
HPS3	0.66968
TMCO1	0.66975
UQCR11	0.66975
EIF4A2	0.66992
MTA3	0.67008
GTPBP3	0.67033
TUBA1B	0.67037
C20orf85	0.6704
CNNM1	0.67041
VCP	0.67068
CCDC141	0.67096
PIGG	0.67103
SLC2A2	0.67104
SIAH3	0.67108
FGR	0.6712
GCOM1	0.67137
VSX1	0.67139
KRTAP24-1	0.67139
PTN	0.67163
FOSL2	0.67169
C6orf203	0.67169
DAAM1	0.6717
GGT1	0.6717
IFT22	0.67185
RPL12	0.67185
NSMCE1	0.67186
ATP11B	0.67189
RILPL1	0.67205
TMEM167A	0.67208
TATDN1	0.67255
UCMA	0.67259
HSPA5	0.67262
DIRAS3	0.6727
TRIM9	0.67273
ATP6V0D2	0.6728
NLRP2	0.67284
FBLN1	0.67284
WDFY1	0.67288
RIOK2	0.67302
GPR179	0.67312
TRA2A	0.67316
ATRNL1	0.67333
GPAT2	0.67341
ST6GALNAC4	0.67352
VPS8	0.67363
WASF2	0.6737
MAN2C1	0.6737
CDH9	0.67378
FBXO32	0.6739
NPIPA3	0.6739
OTUB1	0.67391
TPD52L3	0.67401
ADPRM	0.67408
HSD11B1	0.67417
SLC10A1	0.6743
C12orf65	0.67433
RGS21	0.67442
METTL13	0.67447
KRTAP4-11	0.67472
MMD	0.67479
XRCC1	0.67483
LPAR3	0.67485
CLIC6	0.67493
NAV2	0.67494
ADRA2C	0.67499
TBC1D32	0.675
SPOCK2	0.67512
PGLS	0.67524
SUFU	0.67527
S100A11	0.67531
SIN3A	0.67536
IGF1R	0.67542
SOD2-OT1	0.67553
TDRD3	0.67575
ABCA9	0.67576
TRIB3	0.6758
LTBP4	0.67584
IRAK3	0.67589
TOX3	0.67599
RPS23	0.67605
EBAG9	0.67612
EDEM1	0.67623
KLK11	0.67625
YWHAB	0.67635
TSLP	0.67644
NREP	0.67644
MINPP1	0.6765
UBE2O	0.67656
FAM149A	0.67682
ZNF460	0.67685
LENG8	0.67703
SORBS1	0.67713
SRD5A3	0.67716
RASSF1	0.67736
UBR4	0.67739
NAIP	0.67743
HIF3A	0.67744
HJURP	0.67749
LARGE1	0.67752
CBFA2T2	0.67753
MAPK11	0.67761
KRTAP4-12	0.67768
ARL4D	0.67771
EID2B	0.67777
SSR3	0.67779
SCUBE2	0.67792
FRMD8	0.67796
MADCAM1	0.67796
KRT33B	0.67798
CRYBB1	0.67799
FAM19A5	0.67809
RPL3L	0.67813
SYNGAP1	0.67817
RERG	0.67817
BLOC1S2	0.67852
TINAG	0.67853
ACAP2	0.6786
CCDC152	0.67863
GAPVD1	0.67866
SNAP25	0.67889
GFOD1	0.67904
ERGIC2	0.67912
WDR38	0.67939
ZNF284	0.67944
DMXL2	0.67945
INO80B	0.67967
TMEM61	0.67983
BRINP2	0.68001
KRTAP19-3	0.68012
KIFAP3	0.68013
C12orf60	0.68035
EXD3	0.68037
TUSC2	0.68042
LAMA1	0.68047
PABPC4	0.6805
PIK3R6	0.6805
WDR74	0.68067
AKT2	0.68067
PPP1R14D	0.68073
MRPL34	0.68096
BICDL1	0.68101
BMP8A	0.68102
CKAP2L	0.68118
MPPED1	0.68118
NHLH1	0.6812
SCGB3A2	0.68135
IL17D	0.68136
COQ8B	0.68147
MTRR	0.6816
RPS15	0.68194
UBXN8	0.68205
AP3D1	0.68213
ITK	0.68219
SYNM	0.68229
ANKRD22	0.68254
CIDEB	0.68265
RREB1	0.68266
USP7	0.68273
GABRA1	0.68285
TREML1	0.68295
TXNRD1	0.68302
IMPG2	0.6832
USP47	0.68336
RBM26	0.68341
FNDC8	0.68351
TMEM74B	0.68359
DPF2	0.68368
TPST2	0.68369
MAP2K7	0.68375
NANOG	0.68384
RNF151	0.68408
MSRB1	0.68412
CELF1	0.68413
TRIM2	0.68416
SLC22A7	0.6843
LRTM2	0.68433
RPL22	0.68435
KATNBL1	0.68441
BPTF	0.68445
ZNF710	0.68459
SLC13A1	0.68465
KRTAP6-1	0.68473
ZNF181	0.68482
FASTKD3	0.68507
BTNL8	0.68512
PELO	0.68528
KHDC4	0.68531
KRTAP19-5	0.68553
PES1	0.68581
CCSAP	0.68594
ZUP1	0.68598
PNPLA8	0.68617
RCCD1	0.68624
AKIRIN2	0.68635
COLGALT1	0.68646
BMP8B	0.68658
NEMF	0.68668
FAM171B	0.68678
ZC3H13	0.68685
KANSL1L	0.68686
CD177	0.68688
CYFIP2	0.68702
OSBPL2	0.68718
FAM216A	0.68721
TPP2	0.68726
CYTH1	0.68729
SLC16A10	0.68732
ZC3H15	0.68733
SLC35E4	0.68735
MAP4	0.68737
PHLDB2	0.68742
HKR1	0.68754
RASD2	0.68762
HEYL	0.68767
SMG7	0.68769
OSBPL3	0.6877
LMOD2	0.68777
RNASE12	0.68787
MRPL53	0.68804
SMTN	0.68817
SLC25A48	0.68821
TMEM242	0.68825
NCSTN	0.68853
SEPHS1	0.68857
PPTC7	0.6887
RNF146	0.68875
KDM8	0.68875
SGCE	0.68893
TYRP1	0.689
NDUFB10	0.68907
ZNF496	0.68908
RNF115	0.68909
TCF24	0.68911
CRIPT	0.68913
CST3	0.68922
C9orf72	0.68926
CRHR2	0.68929
CTCFL	0.68932
REEP1	0.68945
SPATA12	0.68949
FAM3C	0.68956
HTR1F	0.68963
COL17A1	0.68972
CDCP2	0.68977
ARPC5L	0.68983
PRDM13	0.68997
CCBE1	0.69001
LPIN3	0.69009
PIGO	0.69031
SAA2-SAA4	0.69032
NLE1	0.69043
ATL2	0.69049
RPL35	0.69055
INS	0.69066
CAPN7	0.69081
PID1	0.69095
YEATS4	0.69107
SLCO3A1	0.69124
G6PC	0.69131
DDX18	0.69136
TMTC4	0.69139
VEGFA	0.6914
MDGA1	0.69142
KRTAP19-4	0.69144
ARPC3	0.6915
ZNF239	0.69152
ABHD18	0.69161
ADGRG1	0.69162
HIGD1A	0.69185
ZBTB14	0.69213
GAL	0.69235
CHD8	0.69254
SSPN	0.69264
VPS29	0.69289
MTRF1L	0.69292
HCFC2	0.69292
KRTAP19-2	0.69299
CHMP6	0.69313
FBXO5	0.69325
ZBTB8OS	0.69328
WNT10B	0.69336
BMS1	0.69351
DENND5B	0.69358
PRKAG1	0.69371
PEG10	0.69389
HERPUD2	0.69411
AFAP1L2	0.69415
GGA1	0.69418
APOL4	0.69431
POSTN	0.69432
NVL	0.69444
RHOJ	0.69449
PRTG	0.69451
STX5	0.69459
NR4A3	0.6946
PRKACG	0.69466
SAA1	0.69472
NELFB	0.69499
LEAP2	0.69506
ZNF286A	0.69524
CASC4	0.69534
GP6	0.69534
HVCN1	0.69535
KHDC1L	0.69538
CPSF6	0.69539
DKK1	0.69555
NCR1	0.69596
KRTAP4-9	0.69597
MYF6	0.69602
POC1B	0.69606
DPM2	0.69608
FAM170B	0.69608
LRRK1	0.6961
GABRG3	0.69614
TET2	0.69617
METTL21C	0.69622
CRYAA	0.69651
CHMP7	0.69652
FOXJ3	0.69667
TMEM186	0.69672
SMKR1	0.69687
SCCPDH	0.69689
CLEC3B	0.69691
EPHA4	0.69709
ZNF543	0.69722
APOL1	0.69731
IFT140	0.69735
FAM8A1	0.69739
ZNF208	0.69743
SYN3	0.69744
PRCD	0.69776
OR2T8	0.69806
LRRC49	0.69819
DCAF16	0.69829
SALL1	0.6984
CNTLN	0.69844
ANKRD61	0.69846
KRTAP20-1	0.69857
TWISTNB	0.6987
ARSJ	0.69872
NEUROD6	0.69875
TGFBR3L	0.69879
ANKLE1	0.69887
GUCY1A2	0.69888
BCL2L10	0.69898
SUMO4	0.69917
DUSP18	0.6993
ETV5	0.69957
SMARCAL1	0.69969
BTN3A3	0.69991
CLCC1	0.70007
NLRC3	0.70011
HSD17B7	0.70025
ABHD8	0.70044
DNAH3	0.70055
DDB1	0.70056
GUCA1B	0.70063
ZNF569	0.70086
CHRM2	0.70094
SPOP	0.70097
SLC35F1	0.701
PRSS42	0.70112
CTHRC1	0.70131
GNE	0.70148
VSTM4	0.70172
NMRK1	0.70179
OR6C74	0.70206
RPL17	0.70209
FMN1	0.70213
EMC4	0.70231
ARHGEF18	0.70232
HRC	0.70237
TENM4	0.70241
MYF5	0.70245
TMPRSS9	0.70263
COL4A3	0.7027
KRTAP19-1	0.7027
BHLHE41	0.70274
ACER2	0.70287
GGNBP2	0.70291
GOLGA8O	0.70292
PSMA4	0.70306
TPBG	0.70313
SNAPC2	0.70313
MED20	0.70337
FAM231C	0.7034
PWWP2A	0.70343
DAPK2	0.70347
LRSAM1	0.70356
ABHD2	0.70374
NDUFAF8	0.7039
RPS2	0.70403
ISCA1	0.70415
CRK	0.70419
ELAVL1	0.70438
MPHOSPH9	0.70441
WDR35	0.70443
ZNF215	0.70457
FAR2	0.70461
CYP2E1	0.70489
FOXP2	0.70494
KRTAP10-3	0.705
OR5K2	0.70502
PHF21B	0.70522
SLC25A28	0.70547
ZSWIM6	0.70548
RIN1	0.70558
CST11	0.70581
KIAA1147	0.70591
TMEM189	0.70605
PRAMEF12	0.70638
AQP9	0.70655
FLCN	0.70658
C3orf20	0.70677
CYP2U1	0.70682
NSFL1C	0.70687
C17orf67	0.70702
CCL20	0.70706
CASP9	0.70724
RAB40B	0.70725
MEPE	0.70746
MAN2A2	0.70747
COLGALT2	0.70759
TMEM179B	0.70816
ZNF624	0.70817
GNAO1	0.70827
PROKR2	0.70827
PARP8	0.70845
DESI1	0.70846
RBBP4	0.70848
PIP5KL1	0.70853
BRD9	0.70858
RFTN1	0.70862
SSTR2	0.70866
PDXK	0.7088
DIRAS2	0.70892
RHBDF2	0.70911
P2RX2	0.70915
TRAK1	0.70916
DDX5	0.7092
NAAA	0.70926
COA6	0.70933
MRPL50	0.70948
ACOD1	0.70965
TSNAX	0.70973
RAB4A	0.70982
ST6GALNAC2	0.70994
ARRDC3	0.7102
CHST14	0.71025
UBQLN1	0.7103
UNG	0.7104
AGBL2	0.71043
ZRANB2	0.71049
ACE	0.71069
POLR3E	0.71074
KLHL8	0.71076
CTXN1	0.71089
CD164L2	0.71098
ZNF536	0.71111
DNAJA3	0.71169
TCN2	0.71182
CST4	0.71199
OR10T2	0.71201
ATP13A5	0.71203
PSMF1	0.71206
MCOLN1	0.71211
OR9A4	0.71213
RMI1	0.7122
GRWD1	0.71241
FCN3	0.71246
RFPL4B	0.71263
TMEM9B	0.71265
PLA2G10	0.71273
RHOT2	0.71278
CBR1	0.71286
TBCE	0.71288
NUAK1	0.7129
SERGEF	0.71301
NUMBL	0.71314
DUSP4	0.71317
CLPX	0.71319
ONECUT1	0.7132
MATN3	0.71325
XCL2	0.71327
NECAB1	0.71331
KCNH8	0.71336
TMEM59	0.7134
RAD9B	0.7134
SCN1B	0.7134
GOLGA6C	0.71375
CSTL1	0.71375
NRXN3	0.71387
CEP70	0.71404
SPARCL1	0.71408
OTUD6B	0.71409
TMEM196	0.71421
OR4E2	0.71427
OR10H3	0.71432
BPIFC	0.71432
CCDC8	0.71434
CYB561	0.71444
TAPT1	0.71452
SLC20A1	0.71454
OR8S1	0.71462
HELLS	0.71465
TBL3	0.71487
TUBGCP3	0.71499
KRT76	0.71505
TMC7	0.71505
KIF26B	0.71512
USP15	0.71527
ZNF554	0.71529
PAQR3	0.71536
EEF2	0.71561
ERCC1	0.71597
TTC25	0.71604
RANBP9	0.71606
DNAH11	0.71642
SLC17A6	0.71647
PLXNB1	0.71648
ZNF559	0.71649
UTS2B	0.71654
IREB2	0.71663
LZIC	0.71667
KRTAP27-1	0.71667
MYOD1	0.71668
MTR	0.71675
CRH	0.71676
P3H2	0.7168
KRT39	0.71704
CDCP1	0.71722
UTRN	0.71742
SNX7	0.71743
NAALAD2	0.71754
CXCL12	0.71766
SLC35B3	0.718
C9orf129	0.71802
SLC36A1	0.71803
GAS1	0.71816
KRT33A	0.71824
YAP1	0.7183
RPP25	0.71838
H2AFJ	0.71843
MPP5	0.71853
UROC1	0.71861
NMRAL1	0.71865
MOGS	0.71868
GMPS	0.71878
CHRDL2	0.71891
FRMD5	0.71895
NHLRC3	0.71897
AP3M2	0.71904
ERICH5	0.71916
STOML3	0.71917
OXCT2	0.71922
PYGB	0.71924
ETV4	0.71934
PREPL	0.71946
UBE2H	0.71996
KIAA0355	0.72007
TMEM223	0.7201
GIMAP1-GIMAP5	0.72022
ATF7	0.72026
NUDT17	0.72028
SIRPA	0.72036
ADCYAP1R1	0.72062
ARSK	0.72063
BAMBI	0.72064
NPAS4	0.72098
SPERT	0.7211
SLC29A2	0.7212
SELENOM	0.72139
CD300LG	0.72148
SYNC	0.72161
PLSCR1	0.72162
SLC36A2	0.72162
ZNF510	0.72176
FN3K	0.72178
BTC	0.7218
VPREB1	0.7218
SLX4IP	0.72195
EHD3	0.72199
ZNF484	0.72201
MON2	0.72205
WDR36	0.72206
MIPEP	0.72211
PBX3	0.72215
HOXC12	0.72215
MEX3D	0.72218
TUBGCP2	0.72229
OGA	0.72234
FAF2	0.72254
LRRC74B	0.72275
ANAPC13	0.72287
KRTAP4-7	0.72306
AFF4	0.72321
SLC15A4	0.72347
ODF3L2	0.72354
ALKBH2	0.72358
IL1B	0.72361
CA12	0.72365
HPN	0.72368
FRY	0.72373
BIRC2	0.72378
PPP1R42	0.72406
CYP4F2	0.72406
BGLAP	0.72409
COPS5	0.72427
USO1	0.72429
ZNF189	0.72443
EID3	0.72443
RXFP4	0.72446
CFAP58	0.72448
SP4	0.7246
OLFML2A	0.72471
ANK2	0.72482
FRS3	0.72486
OSBP2	0.72499
ITGA1	0.7251
TSPAN11	0.72527
C16orf95	0.72532
PLK4	0.72533
GABRA4	0.72538
YIF1A	0.72541
OR13A1	0.72546
C1orf158	0.72551
EID2	0.72551
ADIG	0.72557
C1orf127	0.72558
ANXA10	0.7256
YWHAE	0.72575
USP49	0.72586
FAM124B	0.72588
NOXO1	0.72589
MARF1	0.72609
NEIL1	0.72619
OR14A16	0.72621
DIO2	0.72636
NXN	0.72638
PAQR6	0.72658
CLIP1	0.72681
NPY	0.72692
ULK4	0.72693
RLN3	0.72699
AKIP1	0.7271
SEC14L6	0.72714
KHDRBS3	0.72721
HDDC2	0.72732
MAP3K6	0.72734
SNX16	0.72767
AEBP2	0.72769
ZNF615	0.72774
SEC24D	0.72782
FUT10	0.72782
NLRP10	0.72783
NRARP	0.72789
GPR137B	0.72818
CA1	0.7282
CUL2	0.72822
PLCXD3	0.72826
UBAP1L	0.72826
TMEM151A	0.72834
BTG1	0.72834
NRIP3	0.72861
DAB2	0.72867
ALDH1A1	0.72871
TPPP3	0.72891
FANCG	0.72902
ADGB	0.72911
G2E3	0.72927
ERICH6B	0.72938
CLDN8	0.72957
CSF3R	0.72965
LRRIQ1	0.72967
CA5A	0.72978
ZNF8	0.72993
NPY1R	0.73007
GZF1	0.73018
IGLL5	0.73025
C15orf32	0.73029
RPL37A	0.73033
GPN3	0.73036
C9orf57	0.73049
RARRES1	0.7307
ABCB4	0.73072
APOBEC4	0.73089
SCFD1	0.73097
KRTAP4-8	0.7311
OR4D10	0.73111
LOXL1	0.73134
IDNK	0.73142
ZNHIT6	0.73144
MILR1	0.73148
MFSD8	0.7315
ZFYVE19	0.73162
TEX44	0.73167
HSPA8	0.7317
RNF17	0.73192
NDUFAF7	0.73195
MRPL11	0.73209
GOLGA8K	0.73216
C2orf73	0.73221
GIPR	0.73221
SLC46A2	0.73232
KNTC1	0.73232
AMACR	0.73236
SETD4	0.73236
PPEF2	0.73241
LBR	0.73245
KLHL31	0.73248
OTUD4	0.73252
RBFOX3	0.73254
TAF12	0.73261
RSAD2	0.73266
TRIM22	0.73292
SSB	0.73293
OR5K1	0.73295
FLRT1	0.73297
ASCL3	0.73308
USP30	0.73313
TPH1	0.73319
BTBD6	0.73324
IGSF21	0.73334
CLCA2	0.73358
CCNC	0.73368
MOB3A	0.73371
CALHM6	0.7338
C11orf1	0.73383
FAM129C	0.73388
SRXN1	0.73418
TIMM22	0.73428
ARHGAP11B	0.73432
TSC2	0.73449
SLC44A5	0.73458
BAAT	0.73478
TMEM204	0.73482
FIGLA	0.73489
NMRK2	0.73505
HS3ST3B1	0.7352
ZNF770	0.73533
HOXC13	0.73546
C17orf98	0.73546
UBA3	0.73568
CTSH	0.73569
POU3F2	0.73572
NDST1	0.73574
DGKE	0.73583
TES	0.73585
RHBDL1	0.73587
LIMD1	0.73591
ZNF205	0.73594
KRTAP10-2	0.73596
C5orf34	0.73602
AANAT	0.73606
OR11L1	0.73608
CDKN2C	0.73619
PRSS45	0.73623
CCDC32	0.73637
WBP11	0.73678
OR1I1	0.73685
IFNG	0.73695
KRTAP17-1	0.73701
FMNL1	0.73702
SMCO3	0.73706
S100A10	0.73715
FAM90A1	0.7372
TMPRSS7	0.73727
ZNF213	0.73736
HSD17B13	0.73748
POLR3C	0.73749
BABAM1	0.73751
FLRT2	0.73765
CHST13	0.73772
PNMA8A	0.73773
CNPY1	0.73776
TBX20	0.738
SPATA6	0.73807
CWF19L1	0.73844
TMEM158	0.73866
BRD7	0.73875
CACNA1D	0.73881
TEF	0.73891
WNT3A	0.73894
DHX35	0.73897
OCRL	0.73922
TTL	0.7393
ZNF350	0.73934
FEZ2	0.73945
NSUN5	0.73946
GPER1	0.73954
WASL	0.73977
MTCH2	0.7398
SSBP1	0.73981
LRIT2	0.73981
C12orf40	0.73981
EP300	0.73989
COIL	0.74018
GPR162	0.74028
TARDBP	0.74067
FOXD1	0.74084
OR2L8	0.741
MRC2	0.74112
CARHSP1	0.7412
TRIP13	0.74121
ZSCAN10	0.74124
NTRK3	0.74135
CA2	0.74137
KRT73	0.7414
ZCCHC4	0.74147
CGRRF1	0.74163
PDXP	0.74171
PIP4P2	0.74192
SYT3	0.74221
NPY5R	0.74227
NIT2	0.74241
CYP4F12	0.74254
PLAT	0.74259
TNNT3	0.74263
RNASE11	0.74265
NME9	0.74277
PRKD3	0.74295
RTL6	0.74306
SERINC2	0.74307
NR6A1	0.74311
ASB14	0.74314
SLC10A6	0.74315
ABCC2	0.74315
BYSL	0.74316
HNRNPUL1	0.74316
ZNF782	0.74317
CDAN1	0.74325
GPSM2	0.74326
MPRIP	0.74343
RGCC	0.74357
SRRM1	0.74365
TMEM220	0.7437
LIMCH1	0.74395
CHRM1	0.74404
NEUROD1	0.74405
STUB1	0.74417
TAS2R3	0.74427
C12orf50	0.74437
ATP6V0D1	0.74448
ASB15	0.74461
FBXL4	0.74468
ABCA13	0.74475
OPCML	0.7448
USP2	0.74503
RPS15A	0.74507
OSMR	0.7451
OR2L2	0.74524
KLHL24	0.74524
FSTL5	0.74529
ARL6IP1	0.74545
WNT3	0.74577
INPP5J	0.74584
GNG13	0.74593
DNAJC17	0.74597
GIMAP5	0.74598
LRRC69	0.74606
ZNF562	0.74606
TMEM191B	0.74606
CLUAP1	0.74623
CX3CR1	0.74633
POU6F2	0.74639
FNDC10	0.7464
ACSM1	0.74644
KIF2A	0.74646
VPS37A	0.74652
SESTD1	0.74653
TNFAIP8L1	0.74663
CRISP2	0.74669
NPM1	0.74672
SERP2	0.7468
NNMT	0.74681
WWP1	0.74682
SCTR	0.74689
ALX1	0.7469
C15orf59	0.74696
FRMD3	0.74697
PPP1R9A	0.74708
CDK5RAP3	0.74743
FCGR1A	0.74744
FAM91A1	0.74747
VSIG8	0.74765
GLT6D1	0.74786
CEP41	0.74787
VPS35	0.74809
BFAR	0.7482
CTGF	0.74827
CBLN4	0.74832
TPSD1	0.74856
TIAM1	0.74871
GPR139	0.74872
DIRAS1	0.74873
SLC12A6	0.74888
MAPK4	0.7489
C11orf16	0.74892
AKNAD1	0.74915
PIAS4	0.7494
TMOD4	0.74952
TUB	0.74961
NME7	0.74988
KAT7	0.74989
CEP97	0.74997
SLC25A3	0.75006
KRTAP21-3	0.75027
CDON	0.75052
RNF185	0.75069
PPM1K	0.7509
MFGE8	0.75093
LALBA	0.751
RBM33	0.75105
ALPL	0.75113
GPR6	0.75118
TTBK2	0.75118
ZNF511	0.75125
KIF13B	0.75132
OR10H2	0.75135
ZNF527	0.75147
SRL	0.75149
XPO7	0.7515
VSIG10	0.75161
GAL3ST1	0.75161
TTC26	0.75165
WFS1	0.75169
TMEM273	0.75171
CDK20	0.75205
HIST4H4	0.75223
SOHLH1	0.75233
MMP7	0.75237
IGLL1	0.75261
OR2AK2	0.75272
SLC30A7	0.75308
FER	0.75309
SPATA16	0.75314
PKHD1L1	0.7532
LRRN3	0.75331
OR51S1	0.75331
TMCC1	0.75352
RWDD1	0.75368
KCNB1	0.7537
VPS37D	0.75376
YARS2	0.75391
SORCS3	0.75395
FAM168B	0.75407
PIWIL3	0.75421
DRC3	0.75441
SLC7A9	0.75451
LGALS1	0.75451
PRSS37	0.75457
SIL1	0.7548
EGLN1	0.75503
CLEC5A	0.75506
SFSWAP	0.75523
KCTD3	0.75568
PENK	0.75582
LMOD1	0.75598
CLMP	0.75602
ALKAL1	0.75604
CHTF18	0.75623
FDXACB1	0.75635
CD248	0.75638
SNCB	0.75653
ARPC5	0.75665
SLC2A1	0.75666
SLC25A45	0.75666
ZNF37A	0.75672
ST6GALNAC1	0.75675
OR1F1	0.75684
ACACB	0.75703
PDCD7	0.7571
OCEL1	0.75716
HIST2H2BF	0.75721
HIST2H3D	0.75721
CYS1	0.7573
RAB1B	0.75738
NPIPA8	0.75758
SSU72	0.7576
JMJD8	0.75775
AGRP	0.75787
COMMD4	0.7581
OTUD7B	0.75813
IQCK	0.75813
ATP8B1	0.75813
UGT2A3	0.75828
GFER	0.75831
LRIT3	0.75835
OBSCN	0.75849
ZNF507	0.75853
SAA4	0.7587
REEP3	0.75877
TCEANC2	0.75894
COL6A6	0.75908
FCHO2	0.75915
CORO2A	0.75919
TAS2R4	0.75924
C3orf22	0.75928
FAM120AOS	0.75928
ERG	0.75936
OR10A6	0.75969
COTL1	0.75977
AP4S1	0.75979
LRRC1	0.75999
PLEKHG3	0.76013
MYLK3	0.76014
AP2A2	0.76027
SLC6A11	0.76035
MTTP	0.76037
SNAP47	0.76042
GLT1D1	0.76042
MFF	0.76044
PLVAP	0.76046
CYP2J2	0.7608
TTC39C	0.76083
EML1	0.761
TRPM4	0.76108
PARP6	0.76117
OR2L5	0.76136
ALDOB	0.76141
CACNA1E	0.76144
ATP6V1C1	0.7615
TMEM189-UBE2V1	0.76153
BIRC5	0.76158
XCL1	0.76171
PLAC4	0.76179
AHDC1	0.7618
PI4K2B	0.76186
ZSWIM9	0.76189
ARF3	0.76192
MCOLN3	0.76195
ZNF559-ZNF177	0.76213
ROPN1L	0.76216
NDUFA5	0.76219
FOXN3	0.76223
FAM173B	0.76226
ANKRD34B	0.76249
RNF139	0.76288
MPPE1	0.76288
ATF7IP	0.7629
TRIM49	0.76301
P3H3	0.76301
CDK1	0.76328
CREM	0.76349
HNRNPCL3	0.76355
LRIT1	0.76356
TMEM62	0.76385
THAP1	0.76389
KRT23	0.76397
GRIK4	0.76406
ZNF804B	0.76431
EWSR1	0.7644
NCMAP	0.76469
SCRT2	0.76482
LIPI	0.76493
HSD17B11	0.76494
RAB38	0.76507
CXCL9	0.76529
HIST2H4A	0.7653
PPIE	0.7654
TMEM51	0.76557
ZNF358	0.76563
TEX36	0.76565
SLC3A2	0.76567
NSMCE2	0.76574
NOP10	0.76577
DOCK8	0.76579
DCDC2C	0.7659
ELAC1	0.76601
ACLY	0.76604
NUTM1	0.76616
AATK	0.7662
FN3KRP	0.76631
UACA	0.76639
VWA2	0.76642
METRNL	0.76644
VPS33B	0.7666
FMO1	0.76672
KRTAP10-1	0.76675
MROH2A	0.76721
CACNA2D4	0.76729
SYT1	0.76745
PEX11G	0.76758
CMAS	0.76771
CCSER2	0.76774
NOB1	0.76779
ADGRG3	0.76785
HYKK	0.76788
RTN2	0.76809
EPHX2	0.7681
RIDA	0.76811
FREM3	0.76836
CYB561D2	0.76838
TAS2R5	0.76842
WAC	0.76842
HERC1	0.76842
DHRS11	0.76844
FLJ45513	0.76845
HRASLS2	0.76862
PMM2	0.76862
SERPINB7	0.76867
DPH5	0.76872
CREG2	0.7689
LYZ	0.76902
POLD3	0.76909
FOXD4	0.76911
RIMS1	0.76923
GALNTL6	0.76927
KIF1B	0.76954
OR1L4	0.76954
ALDH4A1	0.76969
ENTPD4	0.76981
BRINP3	0.76989
BSND	0.76994
MFSD9	0.76998
MPP3	0.76999
B3GNT3	0.77002
SP100	0.77011
RBBP8NL	0.77013
WEE2	0.77016
WFDC1	0.77023
STOX2	0.77029
OR6C6	0.77032
CHRNA2	0.77035
ALOX5	0.77045
TIMM44	0.77057
TGM2	0.77063
USHBP1	0.77064
ATAD2B	0.77072
IZUMO4	0.77087
RPTN	0.77095
SERTAD2	0.77099
MYO1B	0.77105
VPS35L	0.77105
GNG12	0.77106
HNRNPLL	0.77108
FOXG1	0.77143
MRAS	0.77148
KCNH6	0.7715
LEUTX	0.77157
TSSK1B	0.77162
NOL12	0.77165
ZNF479	0.7717
NUDT15	0.77172
NCALD	0.77177
COX7B2	0.77193
DLK2	0.77205
WNT9B	0.77209
UGT1A8	0.7721
CCNB2	0.7722
HSD11B2	0.77239
NR2F6	0.77252
MKRN3	0.77254
ZNF610	0.77266
GYPE	0.7728
LETM1	0.77286
FAM71D	0.77288
BPGM	0.77292
MTMR7	0.77298
RGR	0.77323
SLC39A9	0.77333
CHURC1	0.77375
GIMAP1	0.77386
CALHM4	0.77389
FKBP11	0.77389
GPR146	0.77392
PRIMA1	0.77414
TTYH1	0.77426
MEOX1	0.77427
KIAA1671	0.77456
MRPS30	0.77465
SH3BP1	0.77465
TPSG1	0.77467
NCAM1	0.77483
IL27RA	0.77486
STEAP1B	0.77488
ATP2C1	0.77489
FIBCD1	0.77494
C4orf19	0.77495
USP54	0.77508
SPOCD1	0.7751
MOBP	0.77517
TIGD3	0.77527
DHX34	0.77536
TMEM240	0.77553
RUNDC3B	0.77562
MN1	0.77565
PLEKHM3	0.77567
AADACL3	0.77571
KRTAP9-3	0.77573
OR6N1	0.77582
KRTAP16-1	0.77586
OR4K5	0.77587
PLXNC1	0.77611
VGLL4	0.77617
EYS	0.77621
NMU	0.77631
CHCHD5	0.77642
SYT13	0.77645
SCNM1	0.77649
EML4	0.77657
CSE1L	0.77657
RPS21	0.77677
SLC16A8	0.77686
RFX8	0.7769
CYR61	0.77697
PHF1	0.77699
IDE	0.77703
PPCDC	0.77708
CFAP221	0.77712
WDR76	0.77717
ZNF432	0.77732
KATNB1	0.77735
MED4	0.77742
CCDC88C	0.77746
