GENE	RA
CBX7	0.76259
FAM151A	0.76265
KRT77	0.76266
SYDE1	0.7627
SCMH1	0.76271
OR10K1	0.76276
FOXB2	0.7628
B3GNT5	0.76291
GPX8	0.76293
DPP9-AS1	0.76308
DRD1	0.76312
KRT81	0.7633
NALCN	0.7635
TMEM26	0.76359
ZMYND12	0.76367
FAM173B	0.7637
TOMM5	0.76391
QRFP	0.76391
PCDHB12	0.76401
EYA2	0.7641
ATAD2B	0.76422
PRRG4	0.76425
SASH1	0.76426
TRMT6	0.76435
NEUROG3	0.76447
RNF170	0.76457
ERLIN1	0.76464
OR14A16	0.76483
LPAR5	0.76485
OTOGL	0.76505
KRTAP22-2	0.76515
ZNF615	0.76523
MDGA2	0.76526
ARHGAP45	0.7654
MFSD2B	0.7655
ADH6	0.76558
RPS25	0.76566
PIWIL2	0.76576
VWA1	0.76586
CBR4	0.76591
POLR2L	0.76592
FGF18	0.76607
CATSPERG	0.76608
TMEM179B	0.76609
C9orf131	0.76626
NPY1R	0.76627
CPA1	0.76629
CD37	0.76635
BUB1	0.76637
FRK	0.76644
ACCSL	0.76658
MTNR1B	0.7666
TMEM249	0.76667
ZNF841	0.76674
NMT2	0.76682
CDH9	0.76695
MBD3L3	0.76716
DIRAS1	0.76721
TMEM94	0.76722
MARCKSL1	0.76725
ZFPM2	0.76729
TTL	0.76776
MCOLN3	0.76781
ANAPC10	0.76788
LMTK3	0.76794
RRAGA	0.76807
ZNHIT6	0.76813
MPZL3	0.76818
GABBR2	0.76826
WDR86	0.76829
APOC2	0.7686
FANCD2	0.76864
SPNS3	0.76872
ALDH1A3	0.76882
NCK2	0.769
HERPUD2	0.76911
ASB13	0.76913
PCDHB15	0.76914
JPH3	0.76922
RPL38	0.76924
OR8S1	0.76933
CCDC127	0.76936
ZNF703	0.76953
NFAM1	0.76976
OR56A1	0.76982
GOLGA6C	0.76982
ZNF624	0.76995
KRTAP13-3	0.76998
AP2A2	0.77009
WIPI1	0.77011
FAM90A1	0.77018
ARL5B	0.77023
SDC3	0.77034
RTN3	0.77037
TEKT3	0.77041
DTX4	0.77042
UGT1A4	0.77047
CYP11A1	0.77057
TMEM240	0.77067
HMGCS1	0.77069
LRG1	0.77072
CCDC180	0.7708
TMEM41A	0.77086
PHAX	0.7711
TMEM182	0.77117
UBXN2A	0.77121
ACSM2A	0.77124
OR51S1	0.77127
ARHGEF2	0.77134
MMP23B	0.7715
CDK11B	0.7715
BSG	0.77167
AP2S1	0.77172
ZNF263	0.77173
NECTIN3	0.7718
TLK2	0.7718
PCSK9	0.77181
SEPT11	0.77194
EME1	0.77195
PABPC1	0.77211
CANT1	0.77214
SOD1	0.77216
SLC39A3	0.77218
TRMT61B	0.77219
TXNRD1	0.77237
FAM19A5	0.77255
NDC1	0.77256
ACADSB	0.77262
CST9L	0.77268
SLC10A6	0.7727
OR4K13	0.77271
CFAP45	0.77276
ZNF569	0.77283
ALDH3B2	0.77285
VDAC3	0.77318
RPF2	0.77319
OLA1	0.77326
CHMP7	0.77326
CLEC18B	0.77328
OR2A2	0.77331
HEATR5B	0.77357
LEAP2	0.77368
ZNF396	0.77377
LGSN	0.77383
TAGLN3	0.77407
PRRG2	0.77414
R3HCC1	0.77422
HNRNPCL3	0.77434
LMAN1	0.77439
PRRC2B	0.77454
ZNF24	0.77455
BSND	0.77476
LPIN1	0.77486
APOC4-APOC2	0.77491
RTL6	0.775
ADAT1	0.77502
CREM	0.77503
TIGD7	0.77506
LCN15	0.7751
RXFP4	0.77514
CCDC91	0.77521
NUDT14	0.77522
IPO13	0.77546
ADAM32	0.77569
MS4A3	0.77571
ALG9	0.77582
CUL2	0.77587
OR2L13	0.77601
RRBP1	0.77614
GRID2	0.77615
KCTD4	0.77638
ASAP3	0.77643
HSD17B1	0.77647
CADM4	0.77648
UNC119	0.77658
HPN	0.77676
DYRK1B	0.77676
MAPK6	0.77681
EML4	0.77685
EPSTI1	0.77694
RNF150	0.77708
KCNG3	0.77718
CDCA2	0.77725
CRCT1	0.77729
ST14	0.77731
C9orf50	0.77735
POSTN	0.77735
NODAL	0.77737
CEP41	0.77739
NLN	0.77754
ANGPTL5	0.77754
NIPA1	0.77764
RAB28	0.77772
MGAT5B	0.77782
PSG9	0.77784
MCM10	0.77812
PRIMA1	0.77814
CLCN1	0.77816
REEP4	0.7782
VPS8	0.77825
FOXG1	0.77825
TREML1	0.77828
GABRB3	0.77834
RREB1	0.77842
CACTIN	0.77842
CDK20	0.77844
OR13G1	0.77847
OCRL	0.77864
IL1B	0.77869
UROC1	0.77907
P4HA1	0.77915
CASP9	0.77927
IGFL3	0.7793
ERO1B	0.77935
ARMT1	0.77936
NUB1	0.77947
CDHR2	0.77954
GPBP1	0.77976
P4HA3	0.77976
SAV1	0.77976
CXCL9	0.7798
SAA2-SAA4	0.77988
ERMAP	0.7799
KIAA1586	0.77992
PYROXD2	0.78002
IGSF5	0.78008
ZMYND8	0.78011
CDC42EP3	0.78029
DAAM1	0.78031
PIK3CG	0.78032
WDR27	0.78039
ARSI	0.78051
FAM222A	0.78056
LTBP4	0.78061
PIP5K1B	0.78075
TTC38	0.78081
SERPINF2	0.78088
APOBEC4	0.78109
TEDDM1	0.78114
CYP4A11	0.78132
APOC1	0.7814
MMD	0.78144
GALNTL6	0.78178
COX7A2	0.78186
SEPT7	0.78189
DKKL1	0.78202
OSCP1	0.78206
NPY	0.78212
CD72	0.78216
C11orf53	0.78231
MRPL45	0.78243
OR52N5	0.78249
SERINC2	0.78262
P2RY1	0.7828
OR1D2	0.78284
ARVCF	0.78299
SMYD5	0.78311
SHQ1	0.7832
NKG7	0.78327
IYD	0.78331
FADS1	0.78366
ANKEF1	0.78376
ZNF507	0.78384
PIAS3	0.78386
KIAA1147	0.78415
HEATR4	0.78439
PARN	0.78442
TMEM42	0.78449
RIMS1	0.7845
CCDC174	0.78476
BNIPL	0.78477
KRTAP4-7	0.78478
EN2	0.78487
DCANP1	0.78508
TNNT3	0.78521
SH3BP5L	0.7853
WHRN	0.78532
GTSE1	0.78535
MAX	0.78541
OSTM1	0.78545
C16orf71	0.7856
RELN	0.78573
KRTAP15-1	0.78585
MRPS18C	0.78603
ST6GALNAC6	0.78605
BBX	0.78607
GNG2	0.78615
PTPRCAP	0.78616
KCNJ2	0.78628
KRTAP27-1	0.78644
ARFGEF2	0.78645
DPY19L3	0.7869
ASB5	0.78706
GGPS1	0.78718
TEAD2	0.78729
LCE5A	0.78732
GSC2	0.78739
EWSR1	0.78739
SNCA	0.78741
KRTAP13-2	0.78753
ZCCHC4	0.78757
NUP107	0.78759
ZNF570	0.78773
TRMT10A	0.78774
SGTB	0.78774
TMEM273	0.78787
C2CD4C	0.78788
TIMP3	0.78788
ZNF600	0.78793
TRIM49C	0.78795
BTBD17	0.78807
AADACL4	0.7881
FBLN2	0.78822
NTRK3	0.78825
ANKRD34C	0.78839
STOML1	0.78844
MPHOSPH9	0.7885
CDC42SE1	0.78866
CCSER2	0.78884
CNEP1R1	0.78884
ACTL10	0.78901
DRD3	0.78902
WSB1	0.78912
RGS17	0.78918
ADPRHL1	0.78926
SENP3	0.78958
NHLRC2	0.78963
MYL10	0.78967
LMOD3	0.78968
ABHD4	0.78969
MMP14	0.7897
IRX1	0.78978
CDCP1	0.78992
EIF3G	0.79014
WNK2	0.7902
NUP54	0.79027
PSAPL1	0.79032
GPATCH4	0.79069
CPXM1	0.79077
CYP8B1	0.79101
EMP2	0.79103
ALDH3A2	0.79127
MIB2	0.79133
DOCK3	0.79152
SLC35E3	0.79156
EPPK1	0.79163
SCFD1	0.79163
TSPAN4	0.79166
OR11H6	0.79169
TLN1	0.7917
CYP4F3	0.79171
PIP4P2	0.79175
TMEM139	0.79176
SEL1L3	0.79177
RAD51AP1	0.79198
GOLIM4	0.79203
LAIR2	0.79227
P2RY2	0.79237
OR5R1	0.7924
RRH	0.79243
ST8SIA1	0.79253
NUDT17	0.79254
LMBRD1	0.79254
GNB3	0.79267
TMCO4	0.79268
CPLX4	0.79283
DPP9	0.79298
ZFYVE19	0.79304
PCNP	0.79308
PCBP4	0.7932
TMEM176B	0.79338
CXCL12	0.79352
NAIP	0.79356
TRIM21	0.79364
GPN3	0.79364
SLC35G4	0.7937
TENT5A	0.79372
TMEM170B	0.79377
C1GALT1C1L	0.79383
SLC9A1	0.79388
ATP8B4	0.79393
ZFC3H1	0.79394
A4GNT	0.79395
ADGRL1	0.79396
C9orf62	0.79411
ADCY6	0.79412
ZNF610	0.79429
GP2	0.79441
KCNMB4	0.79453
RNF44	0.79459
LYPD6B	0.7946
RBL2	0.79468
PNISR	0.79481
LDHAL6B	0.79495
SPAG5	0.79511
NCBP2	0.79512
TC2N	0.79523
COPS4	0.79524
GLTP	0.79525
AKR1C2	0.79527
B9D2	0.79537
CFAP299	0.79543
MDFI	0.79547
MEX3D	0.79552
CFAP61	0.79566
ZNF597	0.79574
PACS1	0.79583
C9orf66	0.79596
ZNF500	0.79602
ADAMTS6	0.79617
C5orf46	0.79622
DCAF4L2	0.79623
LOXL1	0.79648
SGMS2	0.79652
VPS26C	0.79672
YTHDF2	0.79687
LENEP	0.7971
LSMEM2	0.79721
SMAD4	0.79721
C16orf87	0.79725
FOXD3	0.79751
MANF	0.79764
NMRK2	0.79771
SLX4IP	0.79776
SPTLC3	0.79778
C1orf115	0.7979
GPR155	0.79805
ZNF284	0.79811
TRPV6	0.79813
OR6C75	0.79818
DYRK1A	0.79826
TMEM126A	0.79828
MRPS30	0.7983
RBM28	0.79861
RGS7	0.79876
DYNLT1	0.79887
BRAT1	0.79913
OR11H4	0.79916
PCSK1	0.79926
OR52J3	0.79926
SLC20A1	0.79943
ATP2A2	0.79944
ROBO3	0.79946
LCP1	0.79949
SLC1A4	0.79953
PPP2R2B	0.79957
IL1R2	0.79978
PPCS	0.79998
KRTAP21-2	0.80004
CYB5A	0.80012
ATL3	0.80013
C1orf100	0.80023
TEK	0.80026
TEX37	0.80047
C15orf38-AP3S2	0.80052
SERPINB3	0.80053
PTH1R	0.80064
AADACL3	0.80079
OR52K1	0.8008
MRPS26	0.8008
TMEM178A	0.80081
ENPP7	0.80081
GNRH2	0.80097
C10orf67	0.80101
MRO	0.80104
TUBA3C	0.80111
NMRAL1	0.80115
PTMS	0.80148
THY1	0.80153
TENT5C	0.80154
ESRRG	0.80156
AGAP1	0.8016
PDE6B	0.80163
RIOK2	0.80179
LRP8	0.8019
LCN8	0.80201
SLC25A28	0.80251
UNC13C	0.80255
DNTTIP2	0.80274
FBXO16	0.80281
EGLN1	0.80288
ZRANB2	0.80297
MBLAC2	0.80307
HIST2H2BF	0.80323
CD151	0.80325
PARP12	0.80326
MCF2L2	0.80341
TMEM144	0.80351
FDXACB1	0.80352
AKAP6	0.80353
ZBTB16	0.80355
TTC22	0.80375
GMPR	0.80381
OPN5	0.80395
EIF2B5	0.80406
GPSM2	0.80419
TCTEX1D1	0.80421
GSDME	0.80433
XPO7	0.80438
TBX20	0.80447
C11orf1	0.80453
GADD45B	0.8046
PABPC4	0.80463
EID3	0.80465
FAM160A2	0.80476
TMCO2	0.80479
BICDL2	0.80483
HMOX2	0.80483
CLVS1	0.8049
ANKRD18A	0.80492
KRTAP3-2	0.805
DEFA4	0.80501
INTS7	0.80515
TSC2	0.80518
PPCDC	0.80526
IGSF8	0.80527
CDC42EP2	0.80562
LRRC3	0.80585
TMEM33	0.80587
RPS19	0.80595
CA1	0.80624
SCUBE2	0.80625
LIMD1	0.80629
CREBZF	0.80631
RASAL3	0.80647
OR10G3	0.80652
TPD52L3	0.80669
RNF165	0.80702
MICALL2	0.80715
LPCAT3	0.80728
PEX14	0.8073
LYSMD1	0.80733
KRTAP10-5	0.80745
PIP4K2B	0.80752
MAPK4	0.80772
INIP	0.80779
TIMM17A	0.80781
NAGA	0.80786
ZNF341	0.8079
CTDSPL2	0.80791
PBOV1	0.80793
NAXE	0.80804
MRGPRX4	0.80807
RUFY4	0.8082
ADAT3	0.80828
C1orf35	0.80856
TRIM49D2	0.80866
MRPL52	0.80868
YBEY	0.80871
SOWAHA	0.80886
ZC3HC1	0.80899
MUC7	0.80903
ETV3	0.80904
ANGPTL6	0.8093
FUT2	0.80968
RNF139	0.80972
EIF4A1	0.80993
DDX23	0.81021
SGCD	0.81024
MBD3L5	0.81031
HAPLN2	0.81041
C2orf76	0.81041
ACSM5	0.81042
ADGRG6	0.81043
DIP2C	0.81043
USPL1	0.81043
TRIM49	0.81051
GNRH1	0.81064
ARG2	0.81078
PSMF1	0.81085
MICU3	0.81107
CACNA2D2	0.81117
PALM3	0.81133
CHRD	0.81146
AKIRIN2	0.81163
TRIB3	0.81191
TTC39C	0.81196
CCNO	0.81205
SLC7A13	0.81226
OR2G6	0.81239
OR2C1	0.81255
KDM3A	0.81273
PDCD7	0.81277
IPO7	0.81278
PARP3	0.81286
ARL8B	0.81287
ALPG	0.8129
CASC4	0.81293
CRYBB3	0.81324
C3orf80	0.81326
ABHD11	0.81331
DSCAML1	0.81331
PITX1	0.81341
IQCF1	0.81346
LSR	0.81359
BRINP1	0.81374
TMEM181	0.81384
FAM166B	0.81385
MTG2	0.81387
SMU1	0.81395
CLDN17	0.81398
RFC3	0.814
ADCY9	0.81408
FNDC10	0.8142
MAST4	0.81438
CTDNEP1	0.81439
COPS5	0.81444
MAP2K3	0.81449
HSPB11	0.8147
KLHDC7A	0.81479
GRIN2A	0.81499
SMUG1	0.81502
TESMIN	0.81503
HMGCS2	0.81507
CCDC54	0.81512
LPIN2	0.81537
ZNF691	0.8157
ALOXE3	0.81577
PEA15	0.81582
PYGB	0.81597
LIN7A	0.816
TMEM270	0.8161
XAF1	0.81617
ELF3	0.81621
BOD1L1	0.81644
ADH1B	0.81649
UGT1A7	0.8165
NOX4	0.8165
DPY19L1	0.81661
TNFRSF1A	0.8167
RET	0.81672
FAM120A	0.81679
KCNJ12	0.81702
HRASLS	0.81716
EPHA8	0.81719
C15orf59	0.81745
CELF2	0.8175
ZNF488	0.81761
L3MBTL2	0.81778
ZNF804B	0.81785
PLXDC1	0.81786
GMEB1	0.81787
HPCAL4	0.81799
ALKBH2	0.81809
PLAT	0.81816
OR4L1	0.8182
TOMM40	0.81821
KCTD9	0.81824
TRIM66	0.81825
EIF4EBP2	0.81843
PRDM6	0.81854
NMRK1	0.81872
PANO1	0.81881
KPNA7	0.81884
CREG1	0.81888
SCRT2	0.81896
ZNF782	0.81903
S100PBP	0.81915
SYT1	0.81921
NSFL1C	0.81924
APOA5	0.81931
TNFAIP8L1	0.81935
COL17A1	0.81966
ZNF143	0.81973
INTS13	0.81973
LHFPL6	0.81978
STOML2	0.81996
SLBP	0.82003
MAP3K6	0.82009
KRTAP21-1	0.82014
ATP6V0B	0.82018
PON1	0.82022
SERPINB7	0.82027
STATH	0.82028
TRIML2	0.82044
CNNM3	0.82059
RBM38	0.82076
TALDO1	0.82083
OGA	0.82094
IMPAD1	0.82099
CACNA2D1	0.821
HHATL	0.82119
LYPD4	0.82134
NECTIN2	0.8214
GSDMC	0.82161
C7orf65	0.82165
PKHD1L1	0.82182
SSBP1	0.82199
NBPF3	0.82212
IGFBP2	0.82214
TBC1D7	0.82219
PSMA8	0.82235
ZNF174	0.8224
PSMB6	0.82244
DDI1	0.82245
COX19	0.82255
RNPEP	0.82256
MRPL53	0.82264
CHMP1B	0.8228
ALDH1B1	0.82287
CD96	0.82316
PPEF2	0.82325
OR52B2	0.8234
PPP3CB	0.82347
AMPH	0.82348
CCDC142	0.82359
C7orf50	0.82361
KRTAP3-3	0.82361
PAIP2	0.82367
HEXA	0.82375
ABLIM2	0.82398
TMPRSS15	0.82406
FABP12	0.82422
ABCB4	0.82424
NEK11	0.82438
SLC6A1	0.82455
CCDC15	0.82477
TGFBR3L	0.82485
PLEKHA4	0.82499
HMGN3	0.8251
BPTF	0.82526
APEH	0.82537
FOXL2	0.82542
PARD6A	0.82554
AADAT	0.82562
SLCO5A1	0.8258
CHID1	0.82604
MYLK3	0.82606
UNC80	0.82614
HGH1	0.82625
P3H4	0.82626
NDST1	0.82632
NUS1	0.8265
BNIP3	0.82677
PNMA8B	0.82683
FAM187B	0.82686
SLC22A6	0.82709
OR6K3	0.82712
CSPP1	0.82726
AP3S2	0.82734
C14orf119	0.82744
GIMAP1-GIMAP5	0.82751
C9orf170	0.82755
CPNE8	0.82756
WNT1	0.82761
TARBP1	0.82769
P3H3	0.82779
LRRC3B	0.828
SV2C	0.82802
SAMD9L	0.82802
ZFAND1	0.82807
SETD5	0.82814
GMFB	0.82816
C8orf88	0.82844
SNRPB2	0.82853
ACTG1	0.82856
SLC5A8	0.82862
EEF1A1	0.82868
CEP97	0.82888
MON1B	0.8289
TBC1D3	0.8289
RIC3	0.82905
LOXL3	0.8291
CLOCK	0.8291
CA5A	0.8291
RASGEF1B	0.82914
NLRP14	0.82914
GPR62	0.8292
SPG11	0.82922
H1F0	0.82927
CHST3	0.82941
FER1L6	0.82949
ZNF584	0.82969
TCP10L2	0.8297
CLCN7	0.8297
STRN4	0.82973
PLA2G16	0.82981
PHF1	0.8299
CYB5R2	0.83007
RAB22A	0.83065
HPF1	0.83077
TFPI	0.83078
OPRD1	0.83081
TRIP13	0.83082
PHF23	0.83088
BDNF-AS	0.83098
WDR36	0.83108
HAS2	0.83117
OR10X1	0.83119
SCN3A	0.83119
POLR2F	0.83122
PCDH17	0.83131
TMEM91	0.83138
PLEKHD1	0.83153
FNDC3B	0.83157
CENPB	0.83158
PENK	0.83161
ARMC4	0.83161
CACNA2D4	0.83165
FKBP10	0.83186
TCEANC2	0.83202
SHANK1	0.83225
ERICH2	0.83243
UCHL3	0.83272
UGT1A9	0.83273
GRHL1	0.8329
C1RL	0.83292
PCDHB13	0.83293
TAS1R2	0.83297
ZFP62	0.83297
PAXIP1	0.83305
ZBTB7C	0.83305
RPUSD3	0.83307
NOXO1	0.83311
MCM5	0.83327
CLUH	0.83331
CACNG2	0.83339
KRTAP4-9	0.83343
NANP	0.83348
RLBP1	0.83355
TSEN15	0.83378
ACTG2	0.83378
RGPD8	0.83379
SHANK3	0.83401
WNT8B	0.83418
SERINC4	0.83439
EIF4E1B	0.83442
ADAT2	0.83443
ADRM1	0.83455
DNAJA4	0.83465
A1CF	0.83477
FAR2	0.83478
BTC	0.83482
WNT10B	0.83483
TGM2	0.83483
ZNF112	0.83485
OR4K17	0.83492
ZC3H6	0.83514
CDIP1	0.83517
C14orf177	0.8352
PTMA	0.83526
FAM162B	0.83542
OR4D9	0.83548
KRT23	0.83555
GLG1	0.83561
ID1	0.83571
ZNF91	0.83574
SOX2	0.83603
CYP2C18	0.83614
GAPDH	0.83617
MYO5B	0.83655
SAYSD1	0.83659
POLR2H	0.8366
CALCOCO1	0.83668
SPAG16	0.8367
ELOVL4	0.83675
CST1	0.8369
EFHD2	0.83695
CEBPE	0.83702
SAMD14	0.83702
TCTE3	0.83721
FABP3	0.83756
MLNR	0.83761
TAOK1	0.83769
TPGS2	0.83778
TAF6L	0.83795
C10orf25	0.83797
OR51T1	0.83797
CRKL	0.83813
NUDT16L1	0.83817
RNF133	0.83837
MRPS2	0.83839
ZNF350	0.83843
PUS7L	0.83846
C7orf26	0.83847
ACTR1A	0.83859
WDR55	0.83863
MOBP	0.83865
ANKRD13A	0.83867
UQCRQ	0.83868
HPS6	0.83871
PCDH7	0.83879
JAKMIP2	0.8388
DMAC1	0.8392
EIF3L	0.8392
TRPV4	0.8394
PRR5	0.83952
TRAPPC12	0.83974
CRACR2B	0.84003
MRPL42	0.84009
DPH2	0.8403
RMDN2	0.84032
TTK	0.84033
C20orf144	0.84034
KRTAP23-1	0.84038
ST6GALNAC1	0.84053
CCDC129	0.84055
ADCYAP1	0.84055
FBXL16	0.84058
C21orf2	0.84058
CRYGB	0.84078
WNT10A	0.84078
PRADC1	0.84088
FFAR2	0.84102
RPS19BP1	0.84103
PITPNM1	0.84106
HSPB2	0.84107
CSN1S1	0.84114
DIRAS2	0.84119
C4orf36	0.84134
ACTBL2	0.84147
TTI2	0.8415
MRFAP1	0.84152
CHFR	0.84186
GLI2	0.84193
SELENOO	0.84208
ARHGEF4	0.8422
MRAS	0.84232
PRC1	0.84233
AGXT2	0.84241
TMEM192	0.84258
INPP5J	0.8426
DCP1B	0.84284
CKM	0.84296
TATDN1	0.84304
SLC38A10	0.84308
PDCD11	0.84321
TLR3	0.84356
FOXF2	0.84363
ASGR1	0.8437
NSMF	0.84371
UBE2M	0.84371
TRIM49D1	0.84377
GTF3C5	0.84378
PCBD1	0.84381
OSBP	0.84386
CCDC93	0.84395
PRR14L	0.84396
FOPNL	0.8442
PITX2	0.8443
CHADL	0.84438
OR52E2	0.84446
TMEM138	0.84463
ATP2C1	0.8447
WDR26	0.8449
RPL28	0.84492
MAPK12	0.84503
UBXN2B	0.84506
GLIS1	0.8451
C9orf116	0.84512
FAM71D	0.84519
ZNF274	0.84555
GAS2L1	0.84559
ZNF354C	0.84565
ABRAXAS1	0.84574
CNST	0.84576
IRS2	0.84586
CIDEB	0.84589
FAM83F	0.84591
ZNF664	0.84594
ABCB1	0.84601
ARHGEF16	0.84605
CLDN8	0.8461
JAG2	0.84624
MSLN	0.84642
ADTRP	0.84646
ITGA4	0.84652
SHB	0.84653
PIDD1	0.84657
CELF6	0.84682
C8orf58	0.84703
LAG3	0.84704
ZNF763	0.84706
TCTN1	0.8471
ELP3	0.84716
UBE2D4	0.84752
TSSC4	0.84753
CPNE6	0.84759
P3H1	0.8476
ORM2	0.8477
ZNF589	0.84777
ADIG	0.84782
COL6A1	0.84791
TPSD1	0.84793
RPL12	0.84795
GEMIN4	0.84798
GPRC5A	0.84802
CTTNBP2	0.84803
GTF2F2	0.84803
ZNF700	0.84806
AFAP1L2	0.84818
TNNI1	0.84833
HNRNPAB	0.84838
CD4	0.84841
KIAA1755	0.84848
KRT76	0.84849
ARL14EP	0.84899
ZWINT	0.84903
SH2B2	0.84908
LTBP1	0.8491
HELT	0.84967
LTB4R	0.84968
COLCA1	0.84969
MAK16	0.84978
YWHAE	0.84982
MIPEP	0.84994
WNT11	0.84998
ADIPOQ	0.85001
RILPL1	0.85002
OR6S1	0.85003
HIP1	0.85017
RAB2B	0.85021
MROH9	0.85028
SLC26A3	0.85068
ACRBP	0.85088
HSD17B14	0.85089
BTBD6	0.85114
MESD	0.85143
KRT39	0.85153
ASPH	0.85154
ALKAL1	0.85159
CCDC88C	0.85197
IBTK	0.85221
LOX	0.85227
CUL7	0.85228
ADAMTS17	0.85231
RAB32	0.85233
DND1	0.85237
EGR4	0.85249
OR6C3	0.85249
ADGRF1	0.85258
RIPPLY3	0.8526
ALDOC	0.85262
XRN1	0.85282
PDYN	0.85282
SAMD5	0.85289
WASHC5	0.85304
ALOX12B	0.85339
PPP1R14D	0.85349
ATP5PO	0.85353
TMEM267	0.85359
TRAPPC13	0.85359
TNFRSF13B	0.85359
PMAIP1	0.85366
STAB2	0.8537
HRH3	0.85377
AP5B1	0.85378
DOCK6	0.85393
PPA2	0.85397
VWC2L	0.85399
CD68	0.85414
ATG101	0.85435
ARHGEF28	0.8545
KIF13B	0.85456
PARP2	0.85476
TSPAN16	0.85494
ZSCAN20	0.85497
OR52N4	0.85529
ASCL1	0.85535
CHST5	0.85536
DHRS13	0.85539
MEA1	0.85545
PRKACG	0.85574
NECAB3	0.85578
RAB21	0.85589
OR1C1	0.85601
NCR2	0.85602
GRM5	0.85612
PLA2G4F	0.85616
NCOA4	0.85621
HAUS6	0.85625
LRRC30	0.85629
APBA2	0.85638
SCAF4	0.85641
CRYAB	0.85644
NTN5	0.85661
PPP1R15A	0.85674
TTBK2	0.85685
ADI1	0.85688
ZNF699	0.857
HNMT	0.85708
IZUMO4	0.85711
CKAP4	0.85714
WIZ	0.85724
CST8	0.85734
TTLL3	0.85744
MMP15	0.85749
ALX1	0.85782
GRPEL2	0.85786
CAVIN4	0.85789
SEC31B	0.85812
ABCA9	0.85815
OR2F1	0.85825
NXPH3	0.8583
GPR137B	0.85841
LRRC26	0.85842
APOL1	0.85844
RPTOR	0.85852
CEBPD	0.85873
ATP6V0D2	0.85873
LCE3C	0.85876
P2RX2	0.85883
TAF8	0.85885
C2orf70	0.85936
BIRC2	0.85941
VPS35L	0.85946
RABL3	0.85954
PEX26	0.85957
FANCL	0.85988
DUSP22	0.85995
WDR24	0.86005
PCSK4	0.8602
FGFR1OP2	0.86021
FAM8A1	0.86024
NDOR1	0.86034
MGME1	0.86041
CCDC71L	0.8606
POMK	0.86065
CYP4X1	0.86068
NABP1	0.86072
SNAPC3	0.86075
OR2F2	0.86087
TRABD	0.86097
PAPPA-AS1	0.86098
SLC52A3	0.86101
MIA2	0.86115
B4GALNT3	0.86151
ZNF527	0.86153
CRYAA	0.86156
ZNRF2	0.86158
KLHDC2	0.86165
MCIDAS	0.8619
C1QTNF4	0.86213
ZNF330	0.86217
SEC13	0.86224
FAXC	0.86226
GAREM2	0.86235
KIF15	0.86244
PNLIP	0.86265
FDXR	0.86282
EPS8L2	0.86292
ZDHHC2	0.86302
FGGY	0.86348
TXNL1	0.8635
PEX11B	0.86353
GJC2	0.86356
P2RX7	0.86356
TEF	0.86358
KCNA6	0.86373
CD163	0.86398
CNN2	0.86401
SULT2B1	0.86412
OR4N5	0.86424
PEX5	0.86426
PFAS	0.86426
FLVCR2	0.86451
SLC44A5	0.86454
PDE2A	0.86456
KRTAP9-7	0.8649
POMT1	0.86507
NSMCE2	0.86508
DPY19L2	0.86518
SLC12A7	0.86521
CDC26	0.86522
WNT9B	0.86527
DTX1	0.86553
LARP6	0.86564
ACER2	0.8658
TTC31	0.86597
RHBDF2	0.86602
MCRIP2	0.86608
CITED4	0.86632
NBPF1	0.8664
MRPL55	0.86663
ZNF133	0.86665
DAD1	0.86685
CD9	0.86688
ADGRG3	0.867
GPR162	0.86701
CCM2L	0.86706
NKX6-1	0.8672
NDUFB4	0.86727
MBD3L4	0.86729
GABARAPL2	0.86736
NACC2	0.86747
ZNF792	0.86762
GAL	0.86769
CLIP3	0.86809
YPEL5	0.8681
SPTA1	0.86851
IKBIP	0.86861
ZNF286A	0.86863
TEX43	0.86899
MTMR11	0.869
HGD	0.86902
NMNAT1	0.86912
HKR1	0.86922
TES	0.86923
ZNF337	0.86924
PGM5	0.86926
BCAS1	0.86942
TRIM11	0.86946
OR6C76	0.86975
SLC6A6	0.87005
LBX2	0.87027
COLCA2	0.87031
ABHD17A	0.87036
GABARAP	0.87038
MAN2A1	0.87043
DDX1	0.87045
HOXC8	0.87053
COPS8	0.8706
SEZ6	0.87065
CYP2E1	0.87078
GPX7	0.87083
FUT10	0.87087
KLHL8	0.8709
OR8B4	0.87101
ADAMTS15	0.87101
ACVR1B	0.87111
KLHL40	0.87128
PSG5	0.87128
ANXA5	0.87146
GIT2	0.87155
CYP4F12	0.87157
RANGAP1	0.87166
FAM19A2	0.87171
VWDE	0.87172
TANC1	0.87187
AP5Z1	0.8719
ZMYND19	0.872
PRR20B	0.872
GCM1	0.87205
LRP6	0.87207
NOP10	0.87207
C9orf153	0.87212
SDC1	0.87215
MARCH5	0.87229
DPRX	0.87239
RAB37	0.87266
SLC16A7	0.87273
IRAK2	0.87276
ASIC1	0.8728
CELF1	0.87325
C5orf34	0.8733
IMPA1	0.87336
TRIM58	0.87339
SLC12A6	0.87339
MC2R	0.87341
RFX2	0.87354
PWWP2A	0.87365
KRTAP4-1	0.87371
NCEH1	0.8739
EEPD1	0.87405
MAMSTR	0.87411
SMR3A	0.87415
YTHDC2	0.87435
ANKRD46	0.87437
SMYD3	0.87448
FGR	0.8746
APOE	0.87473
MEIS1	0.87489
PSIP1	0.87506
ELAC2	0.87511
SAMD11	0.87552
PAXBP1	0.87556
FBXO10	0.87558
