GENE	UC
RHCE	0.56624
THSD7A	0.56631
SLC29A1	0.56645
KLHL21	0.56651
BAIAP2L2	0.56651
ANKRD46	0.56652
ZNF426	0.56663
TSACC	0.56678
IGDCC3	0.56697
GZMM	0.567
NXT1	0.5672
DHFR	0.56732
FAM151B	0.56736
BMPR2	0.56752
MARVELD1	0.56754
PDHB	0.56762
DISP2	0.5677
RCBTB1	0.56771
NPFFR1	0.56778
ANKS3	0.56778
MRE11A	0.56796
DCAF11	0.56796
ZG16	0.56796
AFMID	0.56797
RIMS1	0.56808
UGT8	0.56816
FAM118B	0.56821
EBPL	0.56821
SLC30A5	0.56846
RAP1GAP2	0.56847
MVB12A	0.56869
RAB18	0.5688
ZNF638	0.56902
SHKBP1	0.56903
UTP15	0.56919
SUPT16H	0.56921
PODNL1	0.56921
SAC3D1	0.56922
SRSF12	0.56928
PLEKHG1	0.56928
HIST3H2A	0.56942
PTK2B	0.56965
PROX1	0.56988
CCAR1	0.56994
PPP3CC	0.57007
TRAM1L1	0.57008
AMIGO2	0.57008
ZDHHC1	0.57027
LRRC24	0.57037
IZUMO2	0.57043
UGT2B15	0.57054
CYS1	0.57073
ETNK1	0.57087
ALPK1	0.57101
ANAPC1	0.57125
IL20RA	0.57141
GADD45G	0.57143
PPP2R5D	0.57146
MYH9	0.57164
B3GNT1	0.57174
SLA2	0.57187
EPHA3	0.57188
ZNF418	0.57221
MCC	0.57268
FGFRL1	0.57283
HRC	0.57296
GPI	0.5732
TOR1B	0.57392
ZNF429	0.57396
TTC4	0.57397
WDR27	0.57402
ZNF285	0.57423
ACACB	0.57433
PAXIP1	0.57439
RBKS	0.5744
RBP7	0.57442
MCMBP	0.57464
KLRD1	0.57464
ORC6	0.57464
SSNA1	0.57465
BCKDHB	0.5748
IQCD	0.57485
HDDC3	0.57488
ALDH5A1	0.5751
MED12L	0.5752
ZFAND3	0.57521
ALDH1A3	0.57541
PCDHB4	0.57549
TSHZ2	0.57555
SPRTN	0.57556
KHDRBS1	0.57559
BSG	0.57559
STOML2	0.57575
TRIM60	0.57578
BTBD2	0.57594
CD55	0.57607
CDCA7	0.57608
ANKRD27	0.57608
C2orf91	0.57617
MMP19	0.5763
VPS35	0.57631
CA13	0.57641
BAALC	0.57655
SOBP	0.57656
FAM210A	0.5766
PTCRA	0.57662
MCMDC2	0.57664
NDUFAF4	0.57675
RQCD1	0.5768
AP3D1	0.57692
BTG3	0.57702
CAPN12	0.57705
PXDC1	0.57707
HINT2	0.57712
ST14	0.57715
SCAMP2	0.57719
RRAGD	0.5774
CBFA2T3	0.57786
TMEM175	0.57801
SLC16A14	0.57825
VMAC	0.57831
COLEC12	0.57838
THNSL2	0.57841
SF3A3	0.5787
CDC20B	0.57876
HOMER1	0.57879
IFT46	0.5788
ARHGEF40	0.57881
PDIA6	0.57888
ZFP41	0.57897
UBE4B	0.57899
GSDMD	0.57905
TARS	0.57907
SLC39A13	0.57926
SLC6A16	0.57943
CYP1B1	0.57961
PPP1R14C	0.57971
PLN	0.57977
OGFR	0.57987
GUK1	0.57988
DBN1	0.58024
MRPS30	0.58027
PDLIM7	0.58038
MRPL53	0.58042
BIRC6	0.58045
EXT2	0.58045
SLC25A42	0.58055
FNIP1	0.58071
DNAJC21	0.58082
MAF	0.58089
PPM1A	0.58091
CTBP2	0.58092
PKN3	0.58099
HS3ST3A1	0.58113
SEC63	0.58122
FOCAD	0.58123
GNMT	0.58126
OXCT2	0.58129
PUM1	0.58155
FAM175A	0.58171
SEMA3G	0.58177
RELB	0.58194
C1orf204	0.58197
HNRNPUL1	0.58227
RUFY1	0.58235
AGBL2	0.58238
RAP1B	0.58239
NOD1	0.58266
HADHB	0.58269
MPP5	0.58281
CYP2J2	0.58282
TOMM70A	0.58309
HSF2BP	0.58313
SMTN	0.58315
RPP25	0.58345
SDC3	0.58346
ITGB7	0.58354
ZBTB6	0.58362
ZFYVE27	0.58374
PSMD1	0.58375
DENND3	0.58376
C22orf29	0.58384
IGSF10	0.58395
DOCK4	0.58395
BMP8B	0.58401
ZDHHC13	0.5842
GALNT5	0.58432
PLEK2	0.58434
GAN	0.58437
CCDC138	0.58439
DNAH3	0.58439
GCN1L1	0.58447
GAK	0.5846
TAC1	0.58471
NUP210	0.58477
PTGER3	0.58505
CARD10	0.58512
SCAMP1	0.58522
ARL5B	0.5853
SLC8B1	0.5853
DMXL2	0.58531
TARBP1	0.58553
ZNF326	0.58557
EIF1B	0.58561
AGO3	0.58598
ZNF208	0.5861
LZTS2	0.58613
DYRK2	0.58624
KCNH3	0.58629
SLC26A1	0.58633
FAM13B	0.58642
ERCC6L2	0.58644
PER2	0.58645
NEK11	0.58659
TIMM44	0.58665
SS18L1	0.58683
YBEY	0.58688
IGFBP6	0.58694
NFYA	0.58721
BAHD1	0.58735
ANGPTL4	0.58739
TMEM216	0.5874
GRAMD1A	0.58748
KIAA1467	0.58755
CBWD2	0.58756
FAM228B	0.58757
RNF8	0.58757
MYSM1	0.58759
DNPEP	0.58761
ZDHHC20	0.58761
CPQ	0.58772
S100A4	0.58775
ZNRF1	0.58776
TRMT6	0.58789
FBXO27	0.58794
PCCA	0.58795
VAV2	0.58811
TAF4	0.58813
APTX	0.58823
MTRF1	0.58823
RANBP2	0.58839
C21orf58	0.58859
MVB12B	0.58861
ADAT3	0.58861
PHKB	0.58862
ZNF585B	0.58873
CLPTM1L	0.58876
DCAF13	0.58907
VAMP2	0.58918
BATF2	0.58921
FDX1	0.58928
P2RX1	0.58933
MEF2D	0.58949
COL4A1	0.5895
POT1	0.58961
PTX3	0.58962
XPA	0.58967
GABARAPL1	0.58971
PRCP	0.58975
INPP4B	0.58978
NUP54	0.5898
EGR3	0.58989
RAB11FIP2	0.5899
COCH	0.59031
ZNF236	0.59035
RAB31	0.59043
RPS27L	0.59053
DOT1L	0.59054
CDC73	0.5909
PCCB	0.59093
ZNF469	0.59101
NDUFA12	0.59114
BST2	0.59118
SSH1	0.59128
SEZ6	0.59157
PER1	0.59191
PLAG1	0.59196
PI4K2A	0.59201
DHX36	0.59225
LZIC	0.59228
FZD6	0.59236
RNFT2	0.5925
RAPH1	0.59275
MORC2	0.59282
FBXL18	0.59296
PRPF4B	0.59299
FAM124B	0.59307
TMOD3	0.59323
SNPH	0.59352
SH3PXD2B	0.59356
CXCL1	0.59369
MERTK	0.59401
ZBTB26	0.59402
IRS2	0.59404
ZP3	0.59405
SUDS3	0.59406
USP30	0.59409
NFATC4	0.59427
METTL21B	0.59442
FAM65B	0.59461
LRRC3	0.59461
PANK3	0.59477
CLK4	0.59482
ZNF534	0.59493
BRCA2	0.59497
HNRNPA1L2	0.5951
WDHD1	0.5951
RAF1	0.59541
PPP6R2	0.59547
TDRD7	0.59555
EBNA1BP2	0.59558
THNSL1	0.59558
RHNO1	0.59572
SPI1	0.59579
CEP85L	0.59585
SLCO2A1	0.59603
PEPD	0.59603
CDC34	0.59609
LDHC	0.59614
KLHL5	0.59618
TMEM79	0.59637
RXRA	0.59643
AGO1	0.59667
FAM117A	0.5967
TMEM253	0.59687
ZNF846	0.59691
FAM227A	0.59697
H2AFZ	0.59713
USP1	0.5972
COMT	0.59722
NDUFB7	0.59724
FAM159A	0.59731
STX10	0.59752
BORA	0.59757
ARF1	0.59795
MED17	0.59809
GNG11	0.59817
RNF125	0.59833
CD3EAP	0.5986
ZFYVE16	0.59867
VSTM2A	0.59868
CCL4	0.59872
SLC37A1	0.59873
HABP4	0.59879
SPSB3	0.59882
DPF3	0.59899
SWI5	0.59908
MAT2B	0.59909
ZNF112	0.59935
INSIG1	0.59955
C12orf4	0.59984
NOV	0.59986
KIF19	0.60001
NDRG3	0.60001
DHRS4	0.60004
GNG5	0.60006
ZC2HC1A	0.60073
ERCC3	0.60077
ARL8A	0.60108
ITGA2B	0.60117
TMEM176A	0.60119
TMEM107	0.60122
TTC37	0.60133
ZNF805	0.60146
KCNA2	0.60153
FAM111B	0.60189
RBMS2	0.6019
MRPS18C	0.60196
NAP1L1	0.60196
SPIDR	0.6021
CHRNA1	0.60212
CAPN2	0.60215
LEAP2	0.60217
MED7	0.6023
NUS1	0.60246
C10orf111	0.60247
NOL7	0.60248
NRP1	0.60256
SPAG8	0.60261
ZNF704	0.60262
HYI	0.60273
TEAD1	0.60316
SSB	0.6032
AP5Z1	0.60323
PECR	0.60324
DGCR2	0.60329
LOX	0.60342
GMNN	0.60355
KIAA0196	0.60357
ADIPOR1	0.60372
ENKUR	0.60374
SMAD5	0.60377
LPAR1	0.60381
DUOXA2	0.60387
METTL1	0.60401
HDHD2	0.60416
CTDSPL2	0.60417
COL28A1	0.60422
SNX15	0.60426
ZNF641	0.60458
GOLGA2	0.60461
VPS13A	0.60484
COLGALT1	0.60487
RHBDD1	0.60504
TCP11L1	0.60521
DIRAS1	0.60548
PIPOX	0.60557
LIN7A	0.60559
CCL3	0.60574
DNAJA3	0.60589
PCNT	0.60593
CHPF	0.60599
SLC15A2	0.60599
KLF16	0.60615
GRAMD1C	0.60617
IFIT2	0.60623
ZNF503	0.60624
FOXRED1	0.60633
LMF1	0.6064
DENND4C	0.6065
NUMA1	0.60655
KDELC1	0.60663
PPA1	0.60686
AKR1C2	0.60697
ZNF816	0.60698
OSBPL6	0.60711
HIP1R	0.60718
IFI44L	0.60719
ZNF282	0.60721
SHB	0.60724
FAM64A	0.60731
ARSK	0.60737
UBE2N	0.60745
FMOD	0.60754
ENOX1	0.60784
ZNF407	0.60788
MAD2L2	0.6079
S100A3	0.60791
MOB1A	0.60792
ARCN1	0.60801
TIMM21	0.60803
PDE4DIP	0.60806
ZNF83	0.60814
S100A2	0.60825
CD68	0.60826
C11orf96	0.60871
CENPV	0.60874
NME7	0.60883
NUDCD2	0.60899
SLC24A1	0.60903
DYNC1I2	0.60905
FSTL1	0.60911
INTS9	0.60922
VWA9	0.60929
RFK	0.60965
TATDN1	0.60979
ZNF219	0.60994
HAX1	0.61
FMO3	0.61021
EXT1	0.6103
UBAP1	0.61033
RPS26	0.61036
NEK7	0.61037
PET100	0.61046
ADCK1	0.61051
SAP30	0.6106
GLRX5	0.6106
LRRC37B	0.61066
SPC25	0.61069
HES6	0.61071
NSUN6	0.61088
TEAD4	0.61103
WDR3	0.61124
PCBD1	0.61128
SIRT6	0.61128
ATP6V0A2	0.61143
CLEC14A	0.61145
HNRNPL	0.61152
ZNF654	0.61162
NUDT19	0.61162
SLCO1C1	0.61185
DHX40	0.61205
GRSF1	0.61226
FAM91A1	0.61229
C1orf159	0.6124
CWH43	0.61243
ENDOG	0.61251
SP140	0.61272
KLK10	0.61278
DUT	0.6128
SHC1	0.61281
GTF2F2	0.61283
RPL5	0.61292
NECAP2	0.61301
ERGIC2	0.61322
PARD6B	0.61322
NEIL1	0.61342
S100Z	0.61371
RRAGA	0.61375
SLC30A1	0.61398
TBC1D16	0.614
CDR2L	0.61418
LRRC40	0.61422
LRRN2	0.6145
DENND1C	0.61464
SRPK2	0.61477
MGARP	0.61496
ZNF227	0.61507
DCLK2	0.61526
MZT1	0.61548
PAQR6	0.61569
UBTD2	0.61569
AURKC	0.61586
FZD1	0.61641
TRPV2	0.61642
RAB10	0.6166
RNASEK-C17orf49	0.61664
UGT1A1	0.61669
ZDHHC18	0.61681
CIB2	0.61694
CCDC94	0.61695
RAB11B	0.61707
PLCB3	0.61709
SERP2	0.6173
ZSCAN32	0.61732
ATE1	0.61752
SMARCA5	0.61786
TP73	0.61797
ZNF383	0.61803
OSGIN1	0.61809
ATP6V1F	0.61812
IZUMO4	0.61816
NRG2	0.61826
FOXN3	0.61848
PLTP	0.61848
DHRS4L2	0.61852
UBN2	0.61858
IGF2R	0.61871
CCDC102B	0.61891
POP4	0.61919
GZMK	0.61921
GPR137	0.61933
FAIM2	0.61936
HPS6	0.61946
EMB	0.6195
TAF5L	0.61956
GJB7	0.61957
PHPT1	0.61962
STX5	0.61962
TCTN2	0.61964
FAM200B	0.61966
ATHL1	0.61968
COMMD4	0.61974
CNIH3	0.61976
PEA15	0.61978
OBSL1	0.61989
TEX30	0.6199
BGLAP	0.61999
ZNF33B	0.62007
ARHGEF10	0.62023
TLR4	0.62027
GLRX2	0.62039
NAA16	0.62046
GLIPR2	0.62059
TMEM220	0.62062
TMEM87B	0.62079
FAM171A1	0.62083
IDUA	0.62086
FAM89A	0.62095
CDH13	0.62101
EME2	0.62105
PHACTR4	0.62113
SLC8A1	0.62119
FBLN7	0.62131
COLCA1	0.6214
ROBO4	0.62144
NME3	0.62154
TET1	0.62158
PLOD2	0.62161
PPP1R14B	0.62162
C17orf80	0.62166
MYLK4	0.62176
ZNF202	0.62185
SLC25A32	0.62187
PIK3C3	0.6219
UGP2	0.62194
VILL	0.6221
GSR	0.62211
LRRC27	0.62221
DGKQ	0.62225
RASGRP1	0.62227
CYTH2	0.62229
SIMC1	0.62239
CCNB2	0.62292
TPPP3	0.62303
NDUFAF6	0.62345
DNAJB14	0.62357
PCYT2	0.62359
KIAA0586	0.62365
COL9A1	0.62366
ADAM22	0.62371
PRPF18	0.62385
CCDC142	0.62396
CAND1	0.6242
ENAH	0.62426
SMIM8	0.6246
ZNF250	0.62468
PDPN	0.6247
SLC35B4	0.6248
SEPHS1	0.62484
POU3F1	0.62491
POLA2	0.62513
PIF1	0.62534
MRPL33	0.62559
TRIM44	0.62562
CCT3	0.6257
GNLY	0.6259
AVPI1	0.62614
DYRK4	0.62618
C16orf91	0.62626
PTPN7	0.62628
TP53BP2	0.62651
ZNF835	0.62665
CD59	0.62687
RBM33	0.62695
ITSN2	0.62696
GSTA1	0.627
ANKRD13C	0.62715
HECTD2	0.62718
PMAIP1	0.62778
C16orf54	0.62794
BAD	0.62808
GDF9	0.62809
ALKBH7	0.6281
DDX6	0.62816
IKBKB	0.62821
TFPI	0.62827
GSKIP	0.62829
ZCCHC6	0.62845
ERCC6	0.62853
HIVEP3	0.62863
ING3	0.6287
CHST14	0.62871
MTMR9	0.62875
ESYT1	0.6289
PAPSS2	0.6291
ZNF23	0.6291
PRKAA2	0.62944
ZNF263	0.62948
ZMYM4	0.62956
AMACR	0.62958
SUPT20H	0.62975
PRSS23	0.63002
ATG13	0.63011
CDH11	0.63024
AVIL	0.63034
ECHDC1	0.63043
CCDC117	0.63044
RHOJ	0.63048
MCEE	0.63052
PTDSS2	0.63069
ID3	0.63077
TMX4	0.63134
SEPT4	0.63135
OTUD6B	0.63145
DNM2	0.63157
C14orf1	0.63165
PPP1R15A	0.63193
FAM178A	0.63215
PI3	0.63225
SOD3	0.63227
CENPBD1	0.63239
TMEM51	0.6326
ERCC5	0.6326
CYB5R1	0.63284
PLXDC2	0.6329
TTC21B	0.63296
FMN2	0.63304
NAA60	0.63312
CERK	0.63322
SELO	0.6333
CPA3	0.63351
DDX20	0.63352
ATP10A	0.63359
FASTKD2	0.63375
UHRF1BP1L	0.63388
CCDC71L	0.63389
CA2	0.63399
CACNG8	0.63409
SLC25A51	0.63418
TMOD2	0.63424
FPR1	0.63434
GLRA1	0.63449
NTF3	0.63449
BCL2L1	0.63458
NRN1	0.6347
HDAC10	0.63471
CSK	0.63507
DTNA	0.63507
RGS17	0.63518
ZFAND6	0.63525
PRR7	0.63531
GNAI1	0.63543
PFDN4	0.63544
SESN3	0.63555
SSFA2	0.63571
ARMC5	0.63572
TRIM45	0.63576
GTF2H1	0.6358
MECOM	0.63603
CMTM3	0.63624
TBPL1	0.63633
MAMSTR	0.63659
FMN1	0.6366
TFIP11	0.63682
RAD51	0.63699
SLC25A4	0.63705
TCTN1	0.63719
ERLIN2	0.63726
ZNF548	0.63726
FAM19A2	0.63734
SNAPC3	0.63753
HRH2	0.63756
CEP70	0.63767
FTL	0.63768
S100A9	0.63778
MYB	0.6378
TSFM	0.63799
ATP2A2	0.63803
PNRC1	0.63812
PSMC3	0.63822
ELOVL4	0.63824
SEPT14	0.63838
ZNF92	0.63842
GCLC	0.63853
GTPBP1	0.63857
MZT2B	0.63859
MEP1A	0.63866
LBR	0.63868
UCP3	0.63868
LMTK3	0.63873
PCDHB7	0.63886
P2RY13	0.63892
CEBPD	0.63895
TBCE	0.63897
DRAXIN	0.63898
DHX35	0.6392
DVL3	0.63935
FAF2	0.63976
RTN1	0.64004
LURAP1L	0.6401
AARD	0.64023
KCNG1	0.64024
CBY1	0.64049
CENPC	0.64053
LTC4S	0.64055
DUS1L	0.64064
NSMCE2	0.64077
GPR137B	0.64081
TSPAN18	0.64112
KMT2E	0.64148
CDKN2A	0.6415
BCL7B	0.64157
GEN1	0.64166
HSD17B7	0.64188
CTTNBP2	0.64202
AKT3	0.64222
ZNF251	0.64224
HIF1AN	0.64231
KPNA4	0.64248
ELAVL2	0.64276
ABCF3	0.64279
GTF2E1	0.64282
ALDH4A1	0.64286
C1orf43	0.6429
P2RX5-TAX1BP3	0.64298
LRRC36	0.64302
EDEM3	0.6431
N4BP1	0.64311
CLN8	0.64315
IKZF5	0.64324
CX3CR1	0.64335
SYT17	0.64338
RAPGEF6	0.64346
DUSP18	0.64351
MT1E	0.64356
UBASH3B	0.64362
BCAS4	0.64381
JAZF1	0.64382
TPX2	0.6439
UQCRQ	0.64408
PPTC7	0.64465
KATNBL1	0.6447
C1QTNF4	0.64472
CCDC134	0.64482
KAT7	0.64486
GNA15	0.64491
SLC25A12	0.64497
ATG14	0.64509
ZNF570	0.64511
OSBPL2	0.64518
ZNF273	0.64543
PRAC1	0.64545
ILVBL	0.64551
PFN2	0.64563
CTDP1	0.64586
MYOCD	0.64587
CCDC144NL	0.64618
CASP8AP2	0.64627
SPG21	0.64641
GLIPR1L2	0.64653
LDHA	0.64668
KATNAL1	0.64668
C10orf2	0.64669
SCAMP4	0.64673
FAM46B	0.64691
FPR3	0.64715
BAZ2A	0.64741
RTN4R	0.6477
TCL1A	0.64771
NSMAF	0.64777
COMTD1	0.64809
CUL7	0.64814
ASNSD1	0.64837
ATP6V1A	0.64875
TBC1D9	0.64892
FAXC	0.64892
BDH1	0.64896
AP2M1	0.64909
ALG8	0.64932
ETAA1	0.64937
RFWD2	0.64944
GEM	0.64992
ZMYND12	0.64995
UBAP2L	0.65011
NEU3	0.65013
ITGA7	0.65024
PPIG	0.6503
MFSD8	0.65037
HNMT	0.65038
PPP1R37	0.65046
MPHOSPH8	0.65069
ZNF181	0.65089
TTC31	0.65109
SPTY2D1	0.65122
ORMDL1	0.65132
MTRNR2L2	0.65141
OARD1	0.65159
SEMA4G	0.65166
KIF22	0.65166
MFSD2A	0.65174
ASCC3	0.65191
CECR5	0.65194
COL5A3	0.65203
ZNF350	0.65218
C4orf29	0.6522
NIPAL3	0.65228
CACNA1H	0.65232
MTMR2	0.65237
SRRM2	0.65241
PDS5B	0.65252
KCNJ2	0.65267
MAGI3	0.65276
KIF20A	0.65277
MRPL45	0.65278
ZNF174	0.65281
PRKCG	0.65282
URB1	0.65295
ZNF695	0.65301
ACAD9	0.65322
IL17D	0.65322
CCNH	0.65344
SPC24	0.65353
TNFSF14	0.65354
WARS	0.65365
NOC3L	0.6538
OSGEPL1	0.65385
WDR41	0.65385
NDUFB8	0.65392
NDUFS3	0.65412
ENTPD3	0.65423
HNF4G	0.65435
GPR155	0.6545
KCTD19	0.65482
FOXJ2	0.65483
FUS	0.65503
LYSMD1	0.65512
FKBP4	0.65522
BTBD11	0.65525
SP140L	0.65537
AIPL1	0.65548
LAX1	0.65553
AP2S1	0.65553
MAMDC4	0.65567
MRPL43	0.65573
TTI2	0.65577
MLLT3	0.65589
ALG5	0.65591
ZNF569	0.65592
IWS1	0.65595
PNRC2	0.65601
ZADH2	0.65605
SMG5	0.65606
CTTN	0.65612
FAM212B	0.65616
PHF10	0.6563
C20orf24	0.6563
NPY1R	0.65634
KIAA1958	0.65641
NDUFB9	0.65649
NRSN2	0.65658
DERA	0.65668
SP3	0.6571
TNFSF10	0.65712
BOD1	0.65717
PRSS35	0.65717
ZNF804A	0.65725
MCM3AP	0.65726
EMX2	0.65731
MLLT6	0.6574
FZD2	0.65742
CCDC14	0.65746
ZNF597	0.65748
SPATA9	0.6575
PDZD7	0.65751
TOR1AIP1	0.65755
RINT1	0.65755
TIGD5	0.65756
LDLR	0.65758
HYDIN	0.65795
EIF2B5	0.65799
COLCA2	0.65802
PDE1B	0.65803
TMC5	0.65806
CAV1	0.6581
ADM	0.65815
NAPB	0.65826
RIC8B	0.65832
SUMF2	0.65843
NMUR1	0.65847
MDH1B	0.65854
PALM2	0.65854
ZNF706	0.65861
PLA2G6	0.65862
C9orf40	0.65865
CCL5	0.65871
HVCN1	0.65878
DNM1	0.65889
PLA2G7	0.65911
HIF1A	0.65927
DICER1	0.65935
SH3BP2	0.65939
TIFA	0.65945
TIMM10B	0.65946
SV2A	0.65949
NAA20	0.65952
CARS	0.65955
SOX4	0.65962
DCUN1D5	0.65963
HS1BP3	0.65968
PHF13	0.65987
CGGBP1	0.66003
MPHOSPH10	0.66004
PCSK2	0.66006
C20orf144	0.6601
ZNF670	0.66018
TPGS1	0.66043
RFESD	0.66052
SACS	0.66057
CCDC113	0.66062
GGT6	0.66063
CCND2	0.66065
ZNF398	0.66067
SLCO4C1	0.66079
PYGM	0.66086
SEC61G	0.66089
PWWP2A	0.66099
ACSL3	0.66113
SVIL	0.66124
BEND6	0.66136
CLPP	0.66145
KIAA1324L	0.66152
TSPAN33	0.66152
DCAF6	0.66161
ATP6V1D	0.66164
ZNF354A	0.66177
RNF13	0.66194
PABPC1	0.66201
NPL	0.66203
ERI2	0.66211
SRGAP1	0.66214
PLEKHS1	0.66228
MAGOHB	0.66239
CASP7	0.66241
C2CD4A	0.66265
NDST1	0.6629
SCG3	0.66293
NUDT12	0.66301
MDFIC	0.66302
LRRIQ1	0.66306
TOR1AIP2	0.6631
BIVM	0.66316
BROX	0.66327
XPOT	0.6633
ZNF746	0.66333
PCED1A	0.66357
RIMS3	0.6636
RPS24	0.66367
C1orf53	0.66368
USP45	0.66374
SIRPA	0.66375
TMCC3	0.6639
FAM189A2	0.66424
KCNIP2	0.66433
IGHMBP2	0.66446
ZNF7	0.66454
PIGC	0.66459
ZNF843	0.66465
F2RL1	0.66472
ANKS6	0.66496
ARHGAP1	0.66504
FIBCD1	0.66508
CACYBP	0.66513
VIPR2	0.66519
KIT	0.66532
SAMD8	0.66599
ILKAP	0.666
TBC1D23	0.66603
SNRPB2	0.6661
OTUD7A	0.6662
SRSF3	0.66626
C17orf59	0.66631
MTRNR2L5	0.66636
IER3IP1	0.66641
GLRX3	0.66668
EPHA10	0.66673
CASP1	0.66702
CRYBG3	0.66712
TSSC4	0.6674
ADRB1	0.66743
BRPF3	0.6675
POLR3E	0.66771
NDFIP2	0.66786
L3MBTL4	0.66786
ABCD4	0.66789
TBC1D19	0.66798
ZFP2	0.66811
HEXA	0.66851
RBBP4	0.6686
BLOC1S5	0.66873
CDAN1	0.66877
UAP1	0.66883
METTL7B	0.66885
COPE	0.66904
SLC22A9	0.66905
TTPA	0.66907
RNF146	0.66912
FLRT3	0.66912
TMEM203	0.66913
ARNT2	0.66939
SRP19	0.6695
DOCK7	0.66956
PDCD10	0.66963
CCDC28B	0.66977
NUDT14	0.66979
KLK15	0.66999
FAM174A	0.67008
TMX3	0.67025
NR2E3	0.67029
SIRT5	0.6706
GATM	0.67068
RNF41	0.67078
ARL6IP4	0.67097
RNF11	0.67098
FRG1	0.67099
C11orf24	0.67104
JOSD1	0.67114
FBXO25	0.67115
PRR22	0.67138
TSC1	0.6714
PDIA5	0.67144
HSD17B12	0.67155
FXR2	0.67169
ZBED6	0.67171
RFX2	0.67172
PRRC2B	0.67184
EXOSC8	0.67196
ERMARD	0.67204
RNF32	0.67209
CHRNA7	0.67218
PUS7	0.67232
ZNF302	0.67245
RBBP8	0.67267
NABP2	0.67269
LILRB4	0.67271
RPS3A	0.67274
MROH1	0.67278
ZBTB8A	0.67288
OGFOD2	0.6729
ITFG1	0.67324
SARDH	0.67332
NDOR1	0.67341
ZNF613	0.67343
VPS16	0.67352
SRPR	0.67369
TGFB1I1	0.67378
TLK1	0.67402
C1orf21	0.67424
ZNF701	0.67425
PSMA2	0.67437
ZC3H11A	0.67458
NHP2L1	0.67463
HIPK3	0.6748
FAM208B	0.67481
ZNF385D	0.67492
GNAS	0.67494
IFT80	0.67497
CD7	0.67498
GRAMD3	0.67509
ZNF256	0.67556
JKAMP	0.67608
NSUN7	0.6762
DEGS1	0.67671
AGAP1	0.67692
TPRN	0.67694
PLAA	0.67696
CXCL13	0.67697
ZNF790	0.67733
CCT6B	0.67741
EPCAM	0.67748
EID1	0.67762
LATS2	0.67786
KBTBD4	0.67812
MOGS	0.67829
C11orf58	0.67832
MAP2K5	0.67833
KANK2	0.67838
SMYD2	0.67842
ZNF296	0.6791
ZCCHC10	0.67911
DENND1A	0.67916
RNASE6	0.67949
UTP6	0.67959
CYP4F12	0.67969
MAP6D1	0.68003
KLC4	0.68025
LNP1	0.68079
TUBGCP6	0.68099
EEF1D	0.68103
TIRAP	0.68103
C9orf114	0.68109
RFTN1	0.68112
SYNC	0.68113
CALCOCO1	0.68116
ZNF830	0.68121
PPFIA1	0.68125
AGPS	0.68129
VPS13C	0.68139
PGBD4	0.68166
ABHD3	0.68172
CELF2	0.68184
INCENP	0.68197
PPCS	0.68216
PSPH	0.68216
CHN1	0.6822
GPR180	0.68231
USP47	0.68235
PSAT1	0.68244
SLC24A3	0.68252
SIRT7	0.68254
LSG1	0.68277
PRKACB	0.68301
AMBRA1	0.68305
PRLR	0.68326
CARD16	0.68326
SCN9A	0.68348
ANAPC4	0.68351
IRF2BPL	0.68364
GPR150	0.68392
MROH6	0.684
GORASP2	0.68428
ADIPOR2	0.68438
UQCRB	0.68487
ANKAR	0.68492
KLK1	0.68524
C17orf96	0.68535
PPFIA3	0.68563
PALB2	0.68576
MOB1B	0.68585
ZNF615	0.68605
C22orf46	0.68611
FRMPD1	0.68616
MGAT1	0.68618
RAB21	0.68627
PCDHB10	0.6864
SSTR1	0.68663
CCT6A	0.68667
LHFP	0.68671
MINPP1	0.68705
ACBD6	0.68743
MAPK8IP2	0.68743
COL6A2	0.68744
SLC6A6	0.68745
BTNL8	0.68745
TMEM5	0.68766
DTX2	0.68767
C19orf81	0.68769
ADAMTSL2	0.6877
SRSF11	0.6878
NT5DC3	0.68781
IFI44	0.68787
UPK3B	0.68791
TPRG1L	0.68801
CD70	0.68811
LARP1B	0.68814
SLC16A13	0.68819
ZNF786	0.68823
DAAM1	0.68853
FAM104A	0.68867
CKS1B	0.68874
DBF4B	0.68875
SSBP2	0.689
VSIG8	0.68901
MAP3K2	0.68906
HOXB13	0.68907
HSD17B14	0.6891
B3GAT2	0.68958
IL18BP	0.68962
NPM1	0.6897
SLC13A5	0.68975
NET1	0.69017
MFSD9	0.6903
TNFAIP8L2	0.69033
WDPCP	0.69056
METTL6	0.69057
UBE2K	0.69068
SPATA5L1	0.69074
INMT	0.69096
AXIN1	0.69125
CNOT10	0.69126
ADH1A	0.69126
SLC33A1	0.69135
LMOD3	0.69137
IFT74	0.69203
NXF1	0.69224
REG1B	0.69242
MRPS22	0.69245
SCNM1	0.69255
PHF21A	0.69256
C17orf104	0.69267
ZDHHC12	0.69276
SASH1	0.69294
CBR3	0.69305
CKS2	0.6931
UTP11L	0.69314
LILRB1	0.69325
CCDC109B	0.69338
SGTA	0.69364
PPP1CC	0.69371
HTRA2	0.69375
AK5	0.69386
CLEC11A	0.6941
PEG3	0.69411
ZNF485	0.6942
ANKRD29	0.6944
N4BP2	0.69446
ZFYVE1	0.69449
EREG	0.69452
LRRC57	0.69485
C7orf25	0.69493
PITPNM2	0.69496
ANKRD44	0.69504
SLC19A2	0.69529
LMO7	0.69531
NEURL2	0.69543
DDX5	0.69547
TPCN1	0.69554
GGH	0.69581
